,Time,Value,Alert
0,820481556.505,125.067,0.0
1,820481561.512,125.093,0.0
2,820481566.517,125.073,0.0
3,820481571.523,125.075,0.0
4,820481576.524999,125.061,0.0
5,820481581.530999,125.073,0.0
6,820481586.541,125.079,0.0
7,820481591.544,125.083,0.0
8,820481596.55,125.089,0.0
9,820481601.550999,125.089,0.0
10,820481606.556,125.083,0.0
11,820481611.564,125.087,0.0
12,820481616.569,125.087,0.0
13,820481621.575,125.085,0.0
14,820481626.576999,125.075,0.0
15,820481631.578,125.071,0.0
16,820481636.582,125.055,0.0
17,820481641.584,125.061,0.0
18,820481646.589,125.048,0.0
19,820481651.590999,125.03,0.0
20,820481656.6,125.022,0.0
21,820481661.602,125.01,0.0
22,820481666.603,124.983,0.0
23,820481671.611999,124.963,0.0
24,820481676.612999,124.932,0.0
25,820481681.621999,124.93,0.0
26,820481686.628999,124.91,0.0
27,820481691.633,124.869,0.0
28,820481696.64,124.835,0.0
29,820481701.645999,124.802,0.0
30,820481706.647,124.745,0.0
31,820481711.65,124.713,0.0
32,820481716.657,124.67,0.0
33,820481721.661,124.631,0.0
34,820481726.669,124.586,0.0
35,820481731.672,124.546,0.0
36,820481736.677999,124.495,0.0
37,820481741.683999,124.456,0.0
38,820481746.689999,124.383,0.0
39,820481751.698,124.332,0.0
40,820481756.704999,124.281,0.0
41,820481761.708,124.218,0.0
42,820481766.716,124.145,0.0
43,820481771.72,124.106,0.0
44,820481776.722999,124.031,0.0
45,820481781.727,123.959,0.0
46,820481786.728,123.89,0.0
47,820481791.737999,123.809,0.0
48,820481796.737999,123.734,0.0
49,820481801.74,123.664,0.0
50,820481806.75,123.587,0.0
51,820481811.753999,123.516,0.0
52,820481816.759,123.428,0.0
53,820481821.76,123.357,0.0
54,820481826.761,123.263,0.0
55,820481831.762,123.174,0.0
56,820481836.763,123.088,0.0
57,820481841.763,123.003,0.0
58,820481846.765,122.917,0.0
59,820481851.765,122.83,0.0
60,820481856.765999,122.736,0.0
61,820481861.767,122.657,0.0
62,820481866.767,122.565,0.0
63,820481871.768999,122.463,0.0
64,820481876.77,122.372,0.0
65,820481881.77,122.262,0.0
66,820481886.770999,122.172,0.0
67,820481891.771,122.06,0.0
68,820481896.771999,121.955,0.0
69,820481901.772999,121.857,0.0
