,Time,Value,Alert
0,820481556.259999,138.486,0.0
1,820481561.267,138.507,0.0
2,820481566.271999,138.513,0.0
3,820481571.277999,138.496,0.0
4,820481576.280999,138.452,0.0
5,820481581.286,138.403,0.0
6,820481586.296999,138.354,0.0
7,820481591.298999,138.277,0.0
8,820481596.304999,138.198,0.0
9,820481601.306,138.093,0.0
10,820481606.310999,137.977,0.0
11,820481611.318999,137.858,0.0
12,820481616.323999,137.732,0.0
13,820481621.329999,137.596,0.0
14,820481626.332,137.465,0.0
15,820481631.332999,137.321,0.0
16,820481636.337,137.177,0.0
17,820481641.338999,137.023,0.0
18,820481646.344999,136.875,0.0
19,820481651.346,136.719,0.0
20,820481656.356,136.551,0.0
21,820481661.356999,136.386,0.0
22,820481666.358,136.206,0.0
23,820481671.367999,136.034,0.0
24,820481676.368999,135.872,0.0
25,820481681.377,135.687,0.0
26,820481686.384,135.521,0.0
27,820481691.387999,135.334,0.0
28,820481696.396,135.158,0.0
29,820481701.401,134.976,0.0
30,820481706.402,134.783,0.0
31,820481711.404999,134.578,0.0
32,820481716.413,134.398,0.0
33,820481721.416,134.201,0.0
34,820481726.423999,134.024,0.0
35,820481731.426999,133.84,0.0
36,820481736.432999,133.649,0.0
37,820481741.439,133.464,0.0
38,820481746.445999,133.271,0.0
39,820481751.453,133.076,0.0
40,820481756.460999,132.892,0.0
41,820481761.463,132.711,0.0
42,820481766.471,132.526,0.0
43,820481771.474999,132.326,0.0
44,820481776.478999,132.125,0.0
45,820481781.481999,131.954,0.0
46,820481786.483,131.755,0.0
47,820481791.493999,131.554,0.0
48,820481796.493999,131.353,0.0
49,820481801.494999,131.183,0.0
50,820481806.506,130.976,0.0
51,820481811.509,130.781,0.0
52,820481816.515,130.578,0.0
53,820481821.516,130.408,0.0
54,820481826.516,130.186,0.0
55,820481831.516999,130.01,0.0
56,820481836.518999,129.803,0.0
57,820481841.518,129.61,0.0
58,820481846.521,129.419,0.0
59,820481851.519999,129.238,0.0
60,820481856.521,129.043,0.0
61,820481861.521999,128.85,0.0
62,820481866.521999,128.663,0.0
63,820481871.524999,128.49,0.0
64,820481876.524999,128.295,0.0
65,820481881.524999,128.114,0.0
66,820481886.527,127.913,0.0
67,820481891.525999,127.72,0.0
68,820481896.527,127.545,0.0
69,820481901.527999,127.36,0.0
70,820481906.527999,127.175,0.0
71,820481911.53,126.992,0.0
72,820481916.530999,126.801,0.0
73,820481921.531999,126.623,0.0
74,820481926.531999,126.425,0.0
75,820481931.531999,126.237,0.0
76,820481936.533999,126.068,0.0
77,820481941.534,125.865,0.0
78,820481946.535999,125.68,0.0
79,820481951.537,125.493,0.0
80,820481956.539,125.298,0.0
81,820481961.541,125.131,0.0
82,820481966.542,124.952,0.0
83,820481971.542999,124.771,0.0
84,820481976.543999,124.602,0.0
85,820481981.545,124.433,0.0
86,820481986.546999,124.248,0.0
87,820481991.546999,124.047,0.0
88,820481996.546999,123.861,0.0
89,820482001.548,123.696,0.0
90,820482006.549999,123.507,0.0
91,820482011.551999,123.311,0.0
92,820482016.553,123.138,0.0
93,820482021.553999,122.97,0.0
94,820482026.556,122.781,0.0
95,820482031.556999,122.61,0.0
96,820482036.558999,122.43,0.0
97,820482041.561999,122.249,0.0
98,820482046.564999,122.076,0.0
99,820482051.567999,121.905,0.0
100,820482056.570999,121.728,0.0
101,820482061.574,121.551,0.0
102,820482066.58,121.378,0.0
103,820482071.586999,121.203,0.0
104,820482076.589999,121.032,0.0
105,820482081.591,120.863,0.0
106,820482086.593,120.686,0.0
107,820482091.594,120.511,0.0
108,820482096.594999,120.36,0.0
109,820482101.595999,120.181,0.0
110,820482106.597,120.006,0.0
111,820482111.597999,119.849,0.0
112,820482116.598999,119.669,0.0
113,820482121.6,119.514,0.0
114,820482126.599999,119.331,0.0
115,820482131.599999,119.182,0.0
116,820482136.600999,119.013,0.0
117,820482141.603999,118.831,0.0
118,820482146.603999,118.67,0.0
119,820482151.605,118.497,0.0
120,820482156.606999,118.324,0.0
121,820482161.609999,118.161,0.0
122,820482166.610999,117.997,0.0
123,820482171.610999,117.829,0.0
124,820482176.613999,117.629,0.0
125,820482181.616,117.468,0.0
126,820482186.623999,117.306,0.0
127,820482191.625,117.141,0.0
128,820482196.626,116.976,0.0
129,820482201.626999,116.813,0.0
130,820482206.629,116.641,0.0
131,820482211.631,116.462,0.0
132,820482216.633,116.305,0.0
133,820482221.634,116.118,0.0
134,820482226.637999,115.981,0.0
135,820482231.639,115.832,0.0
136,820482236.639,115.667,0.0
137,820482241.641,115.51,0.0
138,820482246.642999,115.335,0.0
139,820482251.643,115.196,0.0
140,820482256.644999,115.04,0.0
141,820482261.644999,114.875,0.0
142,820482266.644999,114.737,0.0
143,820482271.646999,114.567,0.0
144,820482276.648,114.428,0.0
145,820482281.648,114.269,0.0
146,820482286.649,114.091,0.0
147,820482291.649999,113.936,0.0
148,820482296.651,113.789,0.0
149,820482301.651999,113.634,0.0
150,820482306.652,113.454,0.0
151,820482311.653,113.303,0.0
