Frecuencia [Hz],X [V],Ruido X [V],Y [V],Ruido Y [V],Tiempo de integración [s],Escala [V]
2000.0,0.014671305199999998,0.012173014477797032,0.030252742,0.010184187799793168,0.03,0.05
1996.052104208417,0.02342548666666667,9.395769733709501e-06,0.0376006,1.6664553199329937e-05,0.03,0.05
1992.1042084168337,0.02337931,1.956085120847201e-05,0.037597013333333325,3.7596749268470135e-06,0.03,0.05
1988.1563126252506,0.023312506666666667,1.9217161311934024e-05,0.03757919333333333,4.794645161242125e-06,0.03,0.05
1984.2084168336673,0.02324624,1.9966198102459738e-05,0.03756023666666667,3.774076781883391e-06,0.03,0.05
1980.2605210420843,0.023179376666666664,1.8841721141009573e-05,0.037542410000000005,5.222984459739102e-06,0.03,0.05
1976.312625250501,0.023111583333333335,1.8726720363041055e-05,0.03752350666666667,4.747064590060465e-06,0.03,0.05
1972.364729458918,0.023045403333333336,1.833363908835972e-05,0.03750398,5.9380917248989815e-06,0.03,0.05
1968.4168336673347,0.022979663333333334,1.958134287756806e-05,0.037484786666666665,4.229320933146051e-06,0.03,0.05
1964.4689378757516,0.02291277333333333,1.9016237506112957e-05,0.037465349999999994,5.757762875747963e-06,0.03,0.05
1960.5210420841684,0.022844629999999998,1.814328434067701e-05,0.037448803333333336,5.861824706426486e-06,0.03,0.05
1956.5731462925853,0.022776399999999992,1.9180563078283567e-05,0.03742901666666667,5.6709248706793806e-06,0.03,0.05
1952.625250501002,0.022713413333333328,1.89861130537272e-05,0.03740710333333334,4.819853616956267e-06,0.03,0.05
1948.677354709419,0.022643903333333333,2.001067187499943e-05,0.037389493333333336,5.634887359615126e-06,0.03,0.05
1944.7294589178357,0.02257786,1.7987080548734274e-05,0.03736843666666666,5.697220569910991e-06,0.03,0.05
1940.7815631262526,0.02250773,1.8454595633608574e-05,0.03735018666666667,6.781579625885164e-06,0.03,0.05
1936.8336673346694,0.022443496666666667,1.763344328888191e-05,0.03732819,6.018435566379737e-06,0.03,0.05
1932.8857715430863,0.02237321,1.8605847647088776e-05,0.03730812666666666,6.50701843311562e-06,0.03,0.05
1928.937875751503,0.02230719,1.938873126328794e-05,0.037287823333333345,5.253613571205117e-06,0.03,0.05
1924.98997995992,0.022239290000000002,1.869050293598337e-05,0.03726595,6.318056135657025e-06,0.03,0.05
1921.0420841683367,0.022172413333333335,1.9146239549553783e-05,0.03724578,5.3552715461799565e-06,0.03,0.05
1917.0941883767537,0.022104436666666664,1.836782482736843e-05,0.03722664666666666,7.407461703504192e-06,0.03,0.05
1913.1462925851704,0.022037766666666667,1.8826299571491642e-05,0.03720506333333332,6.097457575817957e-06,0.03,0.05
1909.1983967935873,0.02197111333333333,1.8930535004472666e-05,0.03718305333333333,6.0511559960805755e-06,0.03,0.05
1905.250501002004,0.02190125,1.7668630394005938e-05,0.03716295333333334,7.444628190103794e-06,0.03,0.05
1901.302605210421,0.021833159999999997,1.7698900154152984e-05,0.03714317333333333,6.635055052940441e-06,0.03,0.05
1897.3547094188377,0.02176766333333334,1.8583011656408767e-05,0.03711971,6.013005349519258e-06,0.03,0.05
1893.4068136272547,0.021700483333333333,1.933652990815259e-05,0.037097023333333326,5.4407526031698095e-06,0.03,0.05
1889.4589178356714,0.021631479999999998,1.811263647291607e-05,0.03707694666666666,7.3379258346993595e-06,0.03,0.05
1885.5110220440883,0.021563326666666664,1.8759352038086946e-05,0.03705488,6.891124726777336e-06,0.03,0.05
1881.563126252505,0.021496896666666664,1.819830547667078e-05,0.03703293666666667,7.28054408833716e-06,0.03,0.05
1877.615230460922,0.021429489999999995,1.8884479518024162e-05,0.03701035666666666,5.911101608179293e-06,0.03,0.05
1873.6673346693387,0.021362313333333334,1.9734111471144155e-05,0.03698524333333333,6.497675652790959e-06,0.03,0.05
1869.7194388777557,0.021293313333333334,1.9724650116598216e-05,0.03696139666666666,5.721741187980438e-06,0.03,0.05
1865.7715430861724,0.02122197333333333,2.009426009807016e-05,0.03694049333333334,5.610997138557522e-06,0.03,0.05
1861.8236472945894,0.021156889999999998,1.9211200725965383e-05,0.03691788666666667,6.022996670170734e-06,0.03,0.05
1857.875751503006,0.021087763333333336,2.039185267589885e-05,0.03689447999999999,5.644844255306505e-06,0.03,0.05
1853.927855711423,0.02102049,1.8215860305422723e-05,0.036871013333333334,6.48658787207994e-06,0.03,0.05
1849.9799599198398,0.02094975,1.9323159679514455e-05,0.03685002666666667,7.329571762539441e-06,0.03,0.05
1846.0320641282565,0.020882523333333337,2.0085113614039924e-05,0.03682642666666666,5.658617813170927e-06,0.03,0.05
1842.0841683366734,0.02081278,1.8960966923304887e-05,0.036802650000000006,6.7989582535373066e-06,0.03,0.05
