Frecuencia [Hz],X [V],Ruido X [V],Y [V],Ruido Y [V],Tiempo de integración [s],Escala [V]
2000.0,0.000489747,6.957623636462718e-07,0.0082049,6.6582840632302224e-06,0.03,0.01
1996.052104208417,0.00047981140000000005,3.6100388788303523e-06,0.008199099333333333,4.379761738826666e-06,0.03,0.01
1992.1042084168337,0.00046593536666666676,3.7661569402892458e-06,0.008184492333333333,4.1067032060063925e-06,0.03,0.01
1988.1563126252506,0.0004522181666666666,3.6885364494456184e-06,0.008170140000000001,4.02931425100267e-06,0.03,0.01
1984.2084168336673,0.0004385330666666666,3.953967230797724e-06,0.008155930333333334,4.257801845501271e-06,0.03,0.01
1980.2605210420843,0.00042502276666666667,3.819329336269512e-06,0.008141210666666667,4.0549426081702345e-06,0.03,0.01
1976.312625250501,0.0004114645333333333,3.994061113981878e-06,0.008126573,3.7678651338212556e-06,0.03,0.01
1972.364729458918,0.0003975568666666666,3.937833386803236e-06,0.008111950000000001,4.074399751292583e-06,0.03,0.01
1968.4168336673347,0.0003834266333333333,3.7593258392370773e-06,0.008097548333333333,4.211823898924928e-06,0.03,0.01
1964.4689378757516,0.0003702818333333332,3.9871172383342625e-06,0.008082433666666666,4.089850431929486e-06,0.03,0.01
1960.5210420841684,0.00035634219999999996,3.870271173961844e-06,0.008068113,3.980920454702183e-06,0.03,0.01
1956.5731462925853,0.00034233909999999997,4.149613053044826e-06,0.008053250333333333,3.9247084675878334e-06,0.03,0.01
1952.625250501002,0.0003287016,3.5090826588535445e-06,0.008038707333333334,4.023553100874225e-06,0.03,0.01
1948.677354709419,0.00031503216666666666,4.00535896088672e-06,0.008024099666666668,4.2645277060367535e-06,0.03,0.01
1944.7294589178357,0.0003015696333333334,3.393366288150398e-06,0.008009494666666665,4.239081451866159e-06,0.03,0.01
1940.7815631262526,0.00028775723333333326,4.06241481291882e-06,0.007993932666666667,4.147026993990841e-06,0.03,0.01
1936.8336673346694,0.00027402423333333333,3.4171677715454496e-06,0.007979341000000001,4.278967437750898e-06,0.03,0.01
1932.8857715430863,0.00026054569999999996,3.775895338856729e-06,0.007964369333333334,4.1367845269269335e-06,0.03,0.01
1928.937875751503,0.0002470986333333333,3.938853424397622e-06,0.007949395666666666,4.157175069149224e-06,0.03,0.01
1924.98997995992,0.00023339676666666667,3.6848958256042408e-06,0.007934218333333333,4.351670241285497e-06,0.03,0.01
1921.0420841683367,0.00021991833333333334,3.6301503764383654e-06,0.007919306999999999,4.034997026021444e-06,0.03,0.01
1917.0941883767537,0.0002065507333333333,3.6108154382201363e-06,0.007904429666666666,4.564611325792799e-06,0.03,0.01
1913.1462925851704,0.0001931359,3.753587957763435e-06,0.007888982,4.110437446306639e-06,0.03,0.01
1909.1983967935873,0.00018002300000000002,3.979402635237268e-06,0.007873324333333332,4.210579281867089e-06,0.03,0.01
1905.250501002004,0.00016632166666666668,3.775578634093351e-06,0.007858383,4.318845640523413e-06,0.03,0.01
1901.302605210421,0.00015260480000000003,3.667795808565868e-06,0.007843237000000001,4.157553086452185e-06,0.03,0.01
1897.3547094188377,0.00013961880000000002,3.5329528386322945e-06,0.007828056666666666,4.427390754032183e-06,0.03,0.01
1893.4068136272547,0.00012674436666666665,3.735162339027433e-06,0.007813194333333332,4.2059772414452395e-06,0.03,0.01
1889.4589178356714,0.00011332886666666665,3.685958063908066e-06,0.007797557666666667,4.620869098148326e-06,0.03,0.01
1885.5110220440883,9.975480000000001e-05,3.821462977272795e-06,0.007781852999999999,4.507339311241911e-06,0.03,0.01
