,Frecuencia [Hz],X [V],Ruido X [V],Y [V],Ruido Y [V],Tiempo de integración [s],Escala [V]
109,460.32064128256513,-0.0008369880333333333,1.6467673278949297e-06,0.0002088178,1.196183358296992e-06,0.3,0.001
110,464.2685370741483,-0.0008483705,1.6537646497209588e-06,0.0002171725,1.2243907804836369e-06,0.3,0.001
111,468.21643286573146,-0.0008597947666666667,1.6608614367918343e-06,0.00022579126666666665,1.262429111761221e-06,0.3,0.001
112,472.1643286573146,-0.0008712468,1.6683492520052994e-06,0.0002345314,1.2707414003906033e-06,0.3,0.001
113,476.1122244488978,-0.000882838,1.6895826506369396e-06,0.00024339283333333332,1.299003132747913e-06,0.3,0.001
114,480.06012024048096,-0.0008943913666666668,1.6809350271666016e-06,0.0002523064666666667,1.3042011279792032e-06,0.3,0.001
115,484.0080160320641,-0.0009060262000000001,1.6806620203558626e-06,0.00026137240000000003,1.3206393552619384e-06,0.3,0.001
116,487.95591182364734,-0.0009175278999999999,1.6623638059502313e-06,0.0002705929666666667,1.3347912067269408e-06,0.3,0.001
117,491.9038076152305,-0.0009290453999999999,1.6736152006957927e-06,0.00027994496666666665,1.3709814606899542e-06,0.3,0.001
118,495.85170340681367,-0.0009406187666666667,1.6899917097101114e-06,0.00028948183333333334,1.3973022122011497e-06,0.3,0.001
119,499.79959919839683,-0.0009521700666666666,1.679448499425396e-06,0.0002990920666666667,1.4061728422289407e-06,0.3,0.001
120,503.74749498998,-0.0009665129333333334,4.046485684585532e-06,0.00031120763333333324,3.4426874626598888e-06,0.1,0.001
121,507.69539078156316,-0.0009834483666666667,3.1054372368834506e-06,0.00032587246666666674,2.7085679578371747e-06,0.1,0.001
122,511.6432865731463,-0.0009972249666666665,3.0490230400718293e-06,0.0003380517,2.7352077087490076e-06,0.1,0.002
123,515.5911823647295,-0.0010094876666666666,2.3575293329151983e-06,0.00034933273333333334,2.0811858628088816e-06,0.1,0.002
124,519.5390781563126,-0.0010208996666666666,2.4398749740281535e-06,0.0003594457,2.1567135515254062e-06,0.1,0.002
125,523.4869739478959,-0.0010326933333333333,2.4379804939516712e-06,0.0003699082666666667,2.1948224519435654e-06,0.1,0.002
126,527.4348697394789,-0.001044102333333333,2.4014630031619382e-06,0.00038048213333333333,2.231741065227375e-06,0.1,0.002
127,531.3827655310622,-0.0010554583333333334,2.418146788118716e-06,0.0003913341,2.276248190187826e-06,0.1,0.002
128,535.3306613226453,-0.0010669823333333335,2.426983976507106e-06,0.000402067,2.2816073866173077e-06,0.1,0.002
129,539.2785571142285,-0.001078518,2.403593698333116e-06,0.0004131336333333333,2.326142751184651e-06,0.1,0.002
130,543.2264529058117,-0.001089946,2.410493172222926e-06,0.0004243511666666667,2.357437748677341e-06,0.1,0.002
131,547.1743486973949,-0.0011014023333333334,2.3981516261951067e-06,0.0004357158666666667,2.3896252528145294e-06,0.1,0.002
132,551.122244488978,-0.0011131079999999998,2.4314075484514474e-06,0.0004471121666666667,2.429426270862227e-06,0.1,0.002
133,555.0701402805612,-0.0011244773333333332,2.3466698863614346e-06,0.0004586994,2.4082973183004914e-06,0.1,0.002
134,559.0180360721444,-0.001135841333333333,2.39839631605972e-06,0.00047038980000000004,2.479556430762026e-06,0.1,0.002
135,562.9659318637275,-0.0011472020000000002,2.381148742379046e-06,0.00048215576666666663,2.4969074830455563e-06,0.1,0.002
136,566.9138276553107,-0.0011585906666666667,2.3832106262118346e-06,0.0004942891666666667,2.530200678251076e-06,0.1,0.002
137,570.8617234468938,-0.001169864,2.3711594913318992e-06,0.0005062975333333333,2.5365343907693293e-06,0.1,0.002
138,574.809619238477,-0.0011811449999999995,2.3759710295652527e-06,0.0005183932666666666,2.5744171241057395e-06,0.1,0.002
139,578.7575150300602,-0.001192347,2.340503008614458e-06,0.0005309181666666667,2.608014226486423e-06,0.1,0.002
140,582.7054108216433,-0.0012035046666666667,2.375018222152298e-06,0.0005433637,2.6263238839361273e-06,0.1,0.002
141,586.6533066132265,-0.0012147936666666666,2.3600402303539085e-06,0.0005559243999999999,2.611258593092611e-06,0.1,0.002
142,590.6012024048097,-0.0012261823333333333,2.389455563279812e-06,0.0005687750333333333,2.68422594035765e-06,0.1,0.002
143,594.5490981963928,-0.001237384,2.36196895266076e-06,0.0005816576666666667,2.7153222317474963e-06,0.1,0.002
144,598.496993987976,-0.001248482,2.315955382414208e-06,0.0005946117000000001,2.69896495160645e-06,0.1,0.002
145,602.4448897795592,-0.0012595889999999998,2.3392097668514693e-06,0.0006076095666666667,2.7630269474296194e-06,0.1,0.002
146,606.3927855711423,-0.0012706473333333333,2.321209359124864e-06,0.0006208456666666667,2.787524939599447e-06,0.1,0.002
147,610.3406813627255,-0.0012817853333333333,2.34249117157117e-06,0.0006340461333333333,2.79691534532043e-06,0.1,0.002
148,614.2885771543087,-0.0012928563333333332,2.295253774398145e-06,0.0006476360666666667,2.8431051326948134e-06,0.1,0.002
149,618.2364729458918,-0.001303827,2.3094749042440985e-06,0.0006612815333333334,2.87757738075316e-06,0.1,0.002
150,622.184368737475,-0.0013146513333333334,2.275610882573935e-06,0.0006747877999999999,2.8499837356261117e-06,0.1,0.002
151,626.1322645290581,-0.0013254956666666666,2.293487422148981e-06,0.0006886082666666667,2.94438868509049e-06,0.1,0.002
152,630.0801603206413,-0.001336295666666667,2.2815881651945063e-06,0.0007025716333333332,2.9215711923932687e-06,0.1,0.002
153,634.0280561122245,-0.0013473230000000003,2.3040126591087384e-06,0.0007167376333333334,2.972495477802369e-06,0.1,0.002
154,637.9759519038076,-0.0013582066666666668,2.2381142856332307e-06,0.0007310546333333333,2.9361240832468643e-06,0.1,0.002
155,641.9238476953908,-0.0013688043333333335,2.2368902272773545e-06,0.0007452962666666665,2.999022050972989e-06,0.1,0.002
156,645.871743486974,-0.0013795053333333332,2.237274731056103e-06,0.0007597205333333333,3.032557245772771e-06,0.1,0.002
157,649.8196392785571,-0.001390163,2.2350289334443395e-06,0.0007737872333333333,2.8664641713364565e-06,0.1,0.002
158,653.7675350701403,-0.0014005973333333335,2.2175796616030595e-06,0.0007880725000000001,3.130518090774547e-06,0.1,0.002
159,657.7154308617235,-0.001411215,2.2159915011870694e-06,0.0008032041333333335,3.153817747147447e-06,0.1,0.002
160,661.6633266533066,-0.0014215986666666666,2.1544399633212176e-06,0.0008180894,3.100616214023693e-06,0.1,0.002
161,665.6112224448898,-0.001432144,2.2251166261569193e-06,0.0008331931666666664,3.203443314969411e-06,0.1,0.002
162,669.559118236473,-0.001442356,2.1700377876894293e-06,0.0008483606333333333,3.1731684111555566e-06,0.1,0.002
163,673.5070140280561,-0.001452843,2.1617418131374213e-06,0.0008634723666666666,3.184965143538572e-06,0.1,0.002
164,677.4549098196393,-0.0014629873333333334,2.1280772751215677e-06,0.0008786318,3.191576124738368e-06,0.1,0.002
165,681.4028056112224,-0.0014731996666666667,2.180239258022432e-06,0.000894133,3.254487578713439e-06,0.1,0.002
166,685.3507014028056,-0.0014833923333333334,2.1221666339432925e-06,0.0009098527333333332,3.2682844422656306e-06,0.1,0.002
167,689.2985971943888,-0.0014932863333333333,2.0985431189809224e-06,0.0009253101333333332,3.2438170081282595e-06,0.1,0.002
168,693.2464929859719,-0.0015033083333333332,2.115301528282793e-06,0.0009408512,3.311299346178185e-06,0.1,0.002
169,697.1943887775551,-0.001513413333333333,2.115372832912012e-06,0.0009567059666666667,3.298647576238208e-06,0.1,0.002
170,701.1422845691383,-0.0015234066666666667,2.087004764941588e-06,0.0009726011,3.3621535593525003e-06,0.1,0.002
171,705.0901803607214,-0.0015332616666666667,2.0715631510743183e-06,0.0009888167333333333,3.3776342207066983e-06,0.1,0.002
172,709.0380761523046,-0.0015431160000000002,2.0746109675471025e-06,0.0010049574666666666,3.428806485580008e-06,0.1,0.002
173,712.9859719438878,-0.0015527126666666667,1.9902410797578243e-06,0.0010211186666666666,3.322433579304317e-06,0.1,0.002
174,716.9338677354709,-0.0015621893333333332,1.992999303116335e-06,0.0010373073333333333,3.3496307590870754e-06,0.1,0.002
175,720.8817635270541,-0.0015718013333333334,1.991613639461456e-06,0.0010536026666666666,3.397529429191481e-06,0.1,0.002
176,724.8296593186373,-0.0015812509999999999,1.9769038924540603e-06,0.0010700656666666666,3.422965267457759e-06,0.1,0.002
177,728.7775551102204,-0.0015906253333333332,1.9633419354650246e-06,0.0010865526666666667,3.4805573627733105e-06,0.1,0.002
178,732.7254509018036,-0.0016002330000000002,1.991589231409587e-06,0.0011034603333333333,3.535414622863303e-06,0.1,0.002
179,736.6733466933867,-0.0016095789999999999,1.9373011295786436e-06,0.0011204039999999998,3.5251067123327375e-06,0.1,0.002
180,740.62124248497,-0.0016188656666666667,1.934920641496402e-06,0.001137328,3.5407695961941936e-06,0.1,0.002
181,744.5691382765532,-0.0016280643333333332,1.919763324533058e-06,0.0011543310000000002,3.564846279995822e-06,0.1,0.002
182,748.5170340681364,-0.0016371126666666668,1.9018516123913326e-06,0.0011713816666666665,3.5589175164492162e-06,0.1,0.002
183,752.4649298597195,-0.0016463116666666669,1.8799185857076039e-06,0.0011888736666666665,3.594180002293827e-06,0.1,0.002
184,756.4128256513027,-0.001655137,1.8764668040406904e-06,0.0012060676666666669,3.6094281018219856e-06,0.1,0.002
185,760.3607214428858,-0.0016640616666666668,1.8875064385467847e-06,0.0012234243333333332,3.634536819030544e-06,0.1,0.002
186,764.308617234469,-0.001673046,1.870740673280671e-06,0.001240952,3.663122893561336e-06,0.1,0.002
187,768.2565130260522,-0.001681959,1.8408790472670146e-06,0.0012586506666666666,3.6528846439796344e-06,0.1,0.002
188,772.2044088176353,-0.0016905776666666665,1.7944519745284223e-06,0.0012762463333333336,3.673702476914662e-06,0.1,0.002
189,776.1523046092185,-0.0016990656666666666,1.7904239411069379e-06,0.0012940086666666665,3.7168667210733325e-06,0.1,0.002
190,780.1002004008017,-0.001707855,1.805797607706926e-06,0.0013120253333333335,3.7490992103289348e-06,0.1,0.002
191,784.0480961923848,-0.0017163546666666668,1.7526394064064957e-06,0.001329799,3.666163617007111e-06,0.1,0.002
192,787.995991983968,-0.0017248230000000001,1.7423856251320034e-06,0.00134774,3.736228044431945e-06,0.1,0.002
193,791.9438877755512,-0.0017331473333333331,1.7389900006101853e-06,0.0013659276666666668,3.7946081776939952e-06,0.1,0.002
194,795.8917835671343,-0.0017412893333333334,1.6861433970915795e-06,0.00138423,3.805428578579113e-06,0.1,0.002
195,799.8396793587175,-0.001749432,1.6870297369440021e-06,0.001402374,3.779056848827067e-06,0.1,0.002
196,803.7875751503007,-0.0017574823333333335,1.6768595316510162e-06,0.0014208593333333334,3.850726280701962e-06,0.1,0.002
197,807.7354709418838,-0.0017654573333333332,1.6660630907088126e-06,0.001439173666666667,3.84080849417004e-06,0.1,0.002
198,811.683366733467,-0.0017734283333333332,1.6802243567121938e-06,0.001457782,3.869659244257377e-06,0.1,0.002
199,815.6312625250501,-0.001781245,1.642406263180137e-06,0.0014764066666666665,3.889377270920858e-06,0.1,0.002
200,819.5791583166333,-0.0017889416666666664,1.6054450750146791e-06,0.001495047,3.874187355648475e-06,0.1,0.002
201,823.5270541082165,-0.0017966663333333333,1.6098912661695194e-06,0.001513767,3.899560787234054e-06,0.1,0.002
202,827.4749498997996,-0.0018043116666666666,1.6015827241270688e-06,0.001532677,3.924982505268869e-06,0.1,0.002
203,831.4228456913828,-0.0018118810000000002,1.5543752228253404e-06,0.0015515400000000003,3.968769750607026e-06,0.1,0.002
204,835.370741482966,-0.0018193993333333331,1.550451403803263e-06,0.001570804,3.961998317347788e-06,0.1,0.002
205,839.3186372745491,-0.0018268426666666665,1.5211156724223467e-06,0.0015900006666666668,4.000172440727459e-06,0.1,0.002
206,843.2665330661323,-0.0018338516666666668,1.4581657046516578e-06,0.0016088833333333333,3.938933301739903e-06,0.1,0.002
207,847.2144288577155,-0.001840952333333333,1.5174137720330545e-06,0.0016282073333333334,4.054444420084649e-06,0.1,0.002
208,851.1623246492986,-0.0018481963333333332,1.4649834659666071e-06,0.0016476546666666664,4.031155941193805e-06,0.1,0.002
209,855.1102204408818,-0.0018554446666666667,1.4776461762621839e-06,0.0016669703333333332,4.034723851214051e-06,0.1,0.002
210,859.058116232465,-0.0018621873333333335,1.398937533352454e-06,0.0016863499999999999,4.031554704246648e-06,0.1,0.002
211,863.0060120240481,-0.0018688516666666667,1.410593452731459e-06,0.0017057333333333332,4.0589410222645675e-06,0.1,0.002
212,866.9539078156313,-0.0018757893333333335,1.419572549122522e-06,0.0017255826666666666,4.0968117142751724e-06,0.1,0.002
213,870.9018036072144,-0.0018824933333333332,1.3867812452662702e-06,0.0017450966666666663,4.088036475158006e-06,0.1,0.002
214,874.8496993987976,-0.001889069,1.3619602294731857e-06,0.0017647266666666668,4.073899306015756e-06,0.1,0.002
215,878.7975951903808,-0.0018953993333333332,1.322114299984013e-06,0.001784471,4.1032225953104925e-06,0.1,0.002
216,882.7454909819639,-0.0019017253333333333,1.3474636255655454e-06,0.0018043236666666668,4.124152020584224e-06,0.1,0.002
217,886.6933867735471,-0.0019080199999999999,1.3112691053581216e-06,0.0018242233333333334,4.157994976214179e-06,0.1,0.002
218,890.6412825651303,-0.001914142666666667,1.2895346275131769e-06,0.0018439563333333335,4.11014394178869e-06,0.1,0.002
219,894.5891783567134,-0.001920155,1.2709569885195575e-06,0.0018638643333333334,4.155798907016029e-06,0.1,0.002
220,898.5370741482966,-0.0019262943333333334,1.287039712760329e-06,0.001883932333333333,4.178941399711446e-06,0.1,0.002
221,902.4849699398798,-0.0019324496666666667,1.2486565669639557e-06,0.0019043116666666664,4.227515490476933e-06,0.1,0.002
222,906.4328657314629,-0.0019383023333333334,1.237884440846116e-06,0.001924498666666667,4.196313249614373e-06,0.1,0.002
223,910.3807615230461,-0.0019440843333333334,1.1834009839817021e-06,0.0019447443333333334,4.201058345491329e-06,0.1,0.002
224,914.3286573146293,-0.0019499056666666666,1.224512646820044e-06,0.00196516,4.2627878201946706e-06,0.1,0.002
