,Time,Value,Alert
0,820479527.286999,125.015,0.0
1,820479532.295999,124.989,0.0
2,820479537.301,124.966,0.0
3,820479542.31,124.93,0.0
4,820479547.315999,124.907,0.0
5,820479552.326999,124.875,0.0
6,820479557.333999,124.846,0.0
7,820479562.335999,124.836,0.0
8,820479567.346,124.828,0.0
9,820479572.347999,124.816,0.0
10,820479577.354999,124.793,0.0
11,820479582.362,124.771,0.0
12,820479587.365999,124.767,0.0
13,820479592.368,124.757,0.0
14,820479597.368999,124.742,0.0
15,820479602.37,124.718,0.0
16,820479607.373,124.706,0.0
17,820479612.374,124.681,0.0
18,820479617.375,124.653,0.0
19,820479622.376,124.643,0.0
20,820479627.376999,124.614,0.0
21,820479632.378,124.598,0.0
22,820479637.378999,124.575,0.0
23,820479642.378999,124.549,0.0
24,820479647.38,124.543,0.0
25,820479652.381,124.518,0.0
26,820479657.381999,124.484,0.0
27,820479662.382,124.461,0.0
28,820479667.383,124.449,0.0
29,820479672.384999,124.435,0.0
30,820479677.387,124.394,0.0
31,820479682.388999,124.396,0.0
32,820479687.390999,124.374,0.0
33,820479692.393999,124.353,0.0
34,820479697.396,124.337,0.0
35,820479702.396999,124.311,0.0
36,820479707.399999,124.307,0.0
37,820479712.399999,124.3,0.0
38,820479717.401,124.29,0.0
39,820479722.402,124.278,0.0
40,820479727.402999,124.272,0.0
41,820479732.407,124.272,0.0
42,820479737.414999,124.256,0.0
43,820479742.422,124.251,0.0
44,820479747.425,124.245,0.0
45,820479752.432,124.241,0.0
46,820479757.433999,124.237,0.0
47,820479762.435,124.243,0.0
48,820479767.439,124.225,0.0
49,820479772.441,124.229,0.0
50,820479777.445999,124.225,0.0
51,820479782.45,124.215,0.0
52,820479787.450999,124.205,0.0
53,820479792.46,124.199,0.0
54,820479797.469,124.182,0.0
55,820479802.475,124.178,0.0
56,820479807.475999,124.166,0.0
57,820479812.479999,124.156,0.0
58,820479817.49,124.146,0.0
59,820479822.499,124.123,0.0
60,820479827.503,124.121,0.0
61,820479832.506,124.119,0.0
62,820479837.506,124.109,0.0
63,820479842.508999,124.087,0.0
64,820479847.512999,124.089,0.0
65,820479852.522999,124.091,0.0
66,820479857.530999,124.058,0.0
67,820479862.541,124.054,0.0
68,820479867.545,124.054,0.0
69,820479872.554,124.04,0.0
70,820479877.558999,124.04,0.0
71,820479882.56,124.046,0.0
72,820479887.567,124.054,0.0
73,820479892.569,124.058,0.0
74,820479897.578,124.068,0.0
75,820479902.58,124.06,0.0
76,820479907.589999,124.06,0.0
77,820479912.592,124.07,0.0
78,820479917.594999,124.083,0.0
79,820479922.599,124.089,0.0
80,820479927.599,124.085,0.0
81,820479932.606,124.099,0.0
82,820479937.607999,124.095,0.0
83,820479942.615999,124.097,0.0
84,820479947.618999,124.097,0.0
85,820479952.621,124.095,0.0
86,820479957.624,124.097,0.0
87,820479962.633,124.099,0.0
88,820479967.636999,124.103,0.0
89,820479972.638999,124.083,0.0
90,820479977.646999,124.095,0.0
91,820479982.657,124.08,0.0
92,820479987.661,124.072,0.0
93,820479992.67,124.064,0.0
94,820479997.67,124.046,0.0
95,820480002.679999,124.052,0.0
96,820480007.680999,124.023,0.0
97,820480012.691,124.003,0.0
98,820480017.691,123.999,0.0
99,820480022.7,124.007,0.0
100,820480027.702,124.001,0.0
101,820480032.705,123.999,0.0
102,820480037.710999,123.999,0.0
103,820480042.719999,124.005,0.0
104,820480047.728,124.011,0.0
105,820480052.731,124.011,0.0
106,820480057.732999,124.013,0.0
107,820480062.734,124.015,0.0
108,820480067.743,124.028,0.0
109,820480072.744999,124.038,0.0
