,Time,Value,Alert
0,820479526.798,140.175,0.0
1,820479531.807,140.304,0.0
2,820479536.811999,140.379,0.0
3,820479541.821,140.472,0.0
4,820479546.827,140.535,0.0
5,820479551.837999,140.558,0.0
6,820479556.844999,140.575,0.0
7,820479561.847,140.569,0.0
8,820479566.856999,140.519,0.0
9,820479571.859,140.45,0.0
10,820479576.865999,140.375,0.0
11,820479581.872999,140.284,0.0
12,820479586.877,140.191,0.0
13,820479591.878999,140.06,0.0
14,820479596.88,139.928,0.0
15,820479601.881,139.842,0.0
16,820479606.884,139.713,0.0
17,820479611.884999,139.626,0.0
18,820479616.885999,139.539,0.0
19,820479621.887,139.479,0.0
20,820479626.888,139.432,0.0
21,820479631.888999,139.416,0.0
22,820479636.89,139.434,0.0
23,820479641.89,139.453,0.0
24,820479646.890999,139.526,0.0
25,820479651.892,139.628,0.0
26,820479656.893,139.741,0.0
27,820479661.893,139.843,0.0
28,820479666.894,139.989,0.0
29,820479671.896,140.131,0.0
30,820479676.897999,140.274,0.0
31,820479681.899999,140.426,0.0
32,820479686.902,140.561,0.0
33,820479691.905,140.718,0.0
34,820479696.906999,140.83,0.0
35,820479701.908999,140.928,0.0
36,820479706.911,141.005,0.0
37,820479711.911,141.063,0.0
38,820479716.911999,141.115,0.0
39,820479721.913,141.12,0.0
40,820479726.913999,141.114,0.0
41,820479731.917999,141.064,0.0
42,820479736.925999,141.022,0.0
43,820479741.932999,140.923,0.0
44,820479746.936,140.818,0.0
45,820479751.943,140.714,0.0
46,820479756.945,140.585,0.0
47,820479761.945999,140.466,0.0
48,820479766.95,140.338,0.0
49,820479771.951999,140.237,0.0
50,820479776.957,140.128,0.0
51,820479781.961,140.047,0.0
52,820479786.961999,139.966,0.0
53,820479791.971,139.913,0.0
54,820479796.98,139.885,0.0
55,820479801.986,139.895,0.0
56,820479806.986999,139.911,0.0
57,820479811.990999,139.972,0.0
58,820479817.000999,140.035,0.0
59,820479822.009999,140.138,0.0
60,820479827.014,140.249,0.0
61,820479832.017,140.371,0.0
62,820479837.017,140.51,0.0
63,820479842.02,140.654,0.0
64,820479847.024,140.792,0.0
65,820479852.034,140.938,0.0
66,820479857.042,141.085,0.0
67,820479862.051999,141.197,0.0
68,820479867.056,141.308,0.0
69,820479872.064999,141.385,0.0
70,820479877.07,141.446,0.0
71,820479882.070999,141.476,0.0
72,820479887.078,141.514,0.0
73,820479892.079999,141.514,0.0
74,820479897.088999,141.472,0.0
75,820479902.091,141.427,0.0
76,820479907.100999,141.342,0.0
77,820479912.102999,141.233,0.0
78,820479917.106,141.146,0.0
79,820479922.109999,141.025,0.0
80,820479927.109999,140.907,0.0
81,820479932.116999,140.78,0.0
82,820479937.118999,140.66,0.0
83,820479942.127,140.553,0.0
84,820479947.13,140.446,0.0
85,820479952.131999,140.377,0.0
86,820479957.134999,140.306,0.0
87,820479962.144,140.292,0.0
88,820479967.147999,140.284,0.0
89,820479972.15,140.288,0.0
90,820479977.158,140.334,0.0
91,820479982.167999,140.393,0.0
92,820479987.172,140.464,0.0
93,820479992.180999,140.567,0.0
94,820479997.180999,140.686,0.0
95,820480002.191,140.83,0.0
96,820480007.192,140.948,0.0
97,820480012.201999,141.089,0.0
98,820480017.201999,141.227,0.0
99,820480022.210999,141.365,0.0
100,820480027.213,141.474,0.0
101,820480032.215999,141.585,0.0
102,820480037.222,141.666,0.0
103,820480042.231,141.743,0.0
104,820480047.239,141.798,0.0
105,820480052.241999,141.816,0.0
106,820480057.243999,141.808,0.0
107,820480062.244999,141.804,0.0
108,820480067.253999,141.733,0.0
109,820480072.256,141.666,0.0
110,820480077.259999,141.559,0.0
111,820480082.266999,141.45,0.0
112,820480087.270999,141.322,0.0
113,820480092.273999,141.199,0.0
114,820480097.28,141.075,0.0
115,820480102.289999,140.964,0.0
116,820480107.297999,140.838,0.0
117,820480112.304,140.737,0.0
118,820480117.307999,140.642,0.0
119,820480122.313,140.567,0.0
120,820480127.32,140.533,0.0
121,820480132.326999,140.516,0.0
122,820480137.335,140.518,0.0
123,820480142.334999,140.533,0.0
124,820480147.339,140.593,0.0
125,820480152.346999,140.674,0.0
126,820480157.35,140.778,0.0
127,820480162.353999,140.889,0.0
128,820480167.362999,141.018,0.0
129,820480172.365,141.156,0.0
130,820480177.368,141.298,0.0
131,820480182.377,141.425,0.0
132,820480187.378,141.573,0.0
133,820480192.378999,141.689,0.0
134,820480197.389,141.815,0.0
135,820480202.395,141.89,0.0
136,820480207.4,141.981,0.0
137,820480212.403,142.028,0.0
138,820480217.411,142.031,0.0
139,820480222.414999,142.058,0.0
140,820480227.416,142.024,0.0
141,820480232.417,141.958,0.0
142,820480237.424999,141.885,0.0
143,820480242.432999,141.806,0.0
144,820480247.438,141.704,0.0
145,820480252.439,141.565,0.0
146,820480257.442999,141.442,0.0
147,820480262.452999,141.334,0.0
148,820480267.458999,141.231,0.0
149,820480272.468999,141.098,0.0
150,820480277.472,140.995,0.0
151,820480282.472999,140.897,0.0
152,820480287.477,140.798,0.0
153,820480292.485999,140.751,0.0
154,820480297.49,140.75,0.0
155,820480302.493999,140.769,0.0
156,820480307.502,140.774,0.0
157,820480312.508,140.808,0.0
158,820480317.508,140.879,0.0
159,820480322.508999,140.957,0.0
160,820480327.511,141.093,0.0
161,820480332.521,141.199,0.0
162,820480337.524999,141.346,0.0
163,820480342.527,141.511,0.0
164,820480347.536,141.634,0.0
165,820480352.540999,141.741,0.0
166,820480357.548999,141.871,0.0
167,820480362.551999,141.975,0.0
168,820480367.56,142.113,0.0
169,820480372.561999,142.182,0.0
170,820480377.567,142.239,0.0
171,820480382.573999,142.289,0.0
172,820480387.581999,142.29,0.0
173,820480392.586,142.279,0.0
174,820480397.596,142.275,0.0
175,820480402.597999,142.198,0.0
176,820480407.606,142.125,0.0
177,820480412.612,142.019,0.0
178,820480417.613999,141.902,0.0
179,820480422.616999,141.79,0.0
180,820480427.618,141.67,0.0
181,820480432.621999,141.526,0.0
182,820480437.628,141.38,0.0
183,820480442.632,141.307,0.0
184,820480447.634999,141.203,0.0
185,820480452.637999,141.122,0.0
186,820480457.643,141.067,0.0
187,820480462.646,141.023,0.0
188,820480467.655,141.007,0.0
189,820480472.656999,141.001,0.0
190,820480477.659999,141.052,0.0
191,820480482.664,141.128,0.0
192,820480487.665999,141.191,0.0
193,820480492.668999,141.297,0.0
194,820480497.676999,141.415,0.0
195,820480502.686,141.541,0.0
196,820480507.695999,141.676,0.0
197,820480512.704,141.808,0.0
198,820480517.705999,141.956,0.0
199,820480522.71,142.093,0.0
200,820480527.718,142.219,0.0
201,820480532.728,142.316,0.0
202,820480537.731,142.415,0.0
203,820480542.734999,142.49,0.0
204,820480547.743999,142.524,0.0
205,820480552.75,142.533,0.0
206,820480557.752,142.537,0.0
207,820480562.762,142.502,0.0
208,820480567.764,142.434,0.0
209,820480572.773999,142.356,0.0
210,820480577.783,142.288,0.0
211,820480582.785,142.157,0.0
212,820480587.791,142.053,0.0
213,820480592.796999,141.921,0.0
214,820480597.801999,141.78,0.0
215,820480602.802999,141.676,0.0
216,820480607.811999,141.567,0.0
217,820480612.820999,141.458,0.0
218,820480617.831,141.381,0.0
219,820480622.841,141.308,0.0
220,820480627.851,141.261,0.0
221,820480632.852,141.253,0.0
222,820480637.858,141.259,0.0
223,820480642.867,141.29,0.0
224,820480647.871999,141.344,0.0
225,820480652.875,141.439,0.0
226,820480657.878999,141.502,0.0
227,820480662.881,141.61,0.0
228,820480667.884,141.757,0.0
229,820480672.893,141.897,0.0
230,820480677.901,142.033,0.0
231,820480682.911,142.176,0.0
232,820480687.918,142.308,0.0
233,820480692.920999,142.446,0.0
234,820480697.928,142.535,0.0
235,820480702.931,142.623,0.0
236,820480707.937,142.704,0.0
237,820480712.942,142.773,0.0
238,820480717.942999,142.796,0.0
239,820480722.947,142.783,0.0
240,820480727.95,142.771,0.0
241,820480732.954999,142.731,0.0
242,820480737.965,142.652,0.0
243,820480742.968,142.557,0.0
244,820480747.976,142.478,0.0
245,820480752.981999,142.342,0.0
246,820480757.992,142.221,0.0
247,820480762.995999,142.099,0.0
248,820480768.001,141.952,0.0
249,820480773.005,141.85,0.0
250,820480778.009,141.741,0.0
251,820480783.014,141.654,0.0
252,820480788.015999,141.563,0.0
253,820480793.021999,141.524,0.0
254,820480798.03,141.502,0.0
255,820480803.036999,141.504,0.0
256,820480808.039999,141.535,0.0
257,820480813.044,141.591,0.0
258,820480818.053999,141.642,0.0
259,820480823.062,141.739,0.0
260,820480828.064,141.852,0.0
261,820480833.066,141.972,0.0
262,820480838.067999,142.105,0.0
