Tiempo [s],Error X [s],Voltaje [V],Erorr Y [V]
4.755095101902038,,-0.0018553109071652862,
4.755195103902078,,0.0030790266178959413,
4.755295105902118,,0.006533062964392933,
4.7553951079021575,,0.01163187864249915,
4.755495109902197,,0.017553084124394935,
4.755595111902238,,0.022487422172554616,
4.755695113902278,,0.030053407438996427,
4.755795115902318,,0.029395495664223947,
4.755895117902358,,0.03729043711851299,
4.755995119902398,,0.039593128440606584,
4.756095121902438,,0.046007768706210594,
4.756195123902478,,0.053080321057120905,
4.7562951259025175,,0.05340927698714637,
4.756395127902557,,0.061633175432381115,
4.756495129902598,,0.06854125041602588,
4.756595131902638,,0.06870572839505495,
4.756695133902678,,0.07725858351175408,
4.756795135902718,,0.08186396720474054,
4.756895137902758,,0.08811413097720555,
4.756995139902798,,0.09321294895312571,
4.7570951419028376,,0.09551564098989074,
4.7571951439028775,,0.10390401937486171,
4.757295145902917,,0.10423297539799448,
4.757395147902958,,0.11344374429233461,
4.757495149902998,,0.11969390917084066,
4.757595151903038,,0.12249003563507843,
4.757695153903078,,0.12725989852875985,
4.757795155903118,,0.1297270690413943,
4.757895157903158,,0.1349903662499652,
4.7579951599031975,,0.1407470977512899,
4.7580951619032374,,0.1435432245482393,
4.758195163903278,,0.14946443438228663,
4.758295165903318,,0.155221166356303,
4.758395167903358,,0.15505668829728725,
4.758495169903398,,0.16081342045443892,
4.758595171903438,,0.16657015280040666,
4.758695173903478,,0.16953075808052454,
4.758795175903518,,0.16870836771991682,
4.7588951779035575,,0.17791913997951037,
4.758995179903597,,0.1817021358696067,
4.759095181903638,,0.17923496462763921,
4.759195183903678,,0.1851561756669633,
4.759295185903718,,0.18844573744234827,
4.759395187903758,,0.190583952629658,
4.759495189903798,,0.1950248611795402,
4.759595191903838,,0.19634068595683685,
4.759695193903878,,0.19683412025089053,
4.7597951959039175,,0.2029198099928018,
4.759895197903957,,0.2009460727558383,
4.759995199903998,,0.2034132443055503,
4.760095201904038,,0.20900549994816364,
4.760195203904078,,0.20670280642641536,
4.760295205904118,,0.21032132483147592,
4.760395207904158,,0.21229506217519445,
4.760495209904198,,0.21032132483147592,
4.760595211904238,,0.21377536519775386,
4.7606952139042775,,0.21772283998651742,
4.760795215904317,,0.2149267120018341,
4.760895217904358,,0.21854523057885578,
4.760995219904398,,0.2175583618685195,
4.761095221904438,,0.22101240237936226,
4.761195223904478,,0.22002553365493105,
4.761295225904518,,0.22150583674369306,
4.761395227904558,,0.22446644295930218,
4.761495229904598,,0.21887418681688775,
4.7615952319046375,,0.22528883358376506,
4.761695233904677,,0.2223282273540459,
4.761795235904718,,0.22742704922572443,
4.761895237904758,,0.22561778983464853,
4.761995239904798,,0.22989422115325375,
4.762095241904838,,0.22693361484445695,
4.762195243904878,,0.2277560054806873,
4.762295245904918,,0.2310455680648591,
4.762395247904958,,0.2270980929713895,
4.7624952499049975,,0.23055213367322835,
4.762595251905037,,0.22676913671768162,
4.762695253905078,,0.23186795872071908,
4.762795255905118,,0.2287428742493436,
4.762895257905158,,0.22907183050681823,
4.762995259905198,,0.23005869928301204,
4.763095261905238,,0.22857839612084163,
4.763195263905278,,0.2331837837782671,
4.763295265905318,,0.23022317741292664,
4.7633952679053575,,0.23301930564552364,
4.763495269905398,,0.23301930564552364,
4.763595271905438,,0.22742704922572443,
4.763695273905478,,0.2317034805892333,
4.763795275905518,,0.23022317741292664,
4.763895277905558,,0.22972974302365223,
4.763995279905598,,0.23055213367322835,
4.764095281905638,,0.22611122421215013,
4.764195283905678,,0.2287428742493436,
4.7642952859057175,,0.22545331170912863,
4.764395287905758,,0.22726257109847836,
4.764495289905798,,0.22397300858650704,
4.764595291905838,,0.22495987733350997,
4.764695293905878,,0.22199927110943474,
4.764795295905918,,0.22002553365493105,
4.764895297905958,,0.22199927110943474,
4.764995299905998,,0.21805179622298354,
4.765095301906038,,0.21739388375067792,
4.7651953039060775,,0.21361088708351028,
4.765295305906118,,0.2142687995414212,
4.765395307906158,,0.21065028105386663,
4.765495309906198,,0.21147267161257677,
4.765595311906238,,0.20752519696638405,
4.765695313906278,,0.20456459104075453,
4.765795315906318,,0.20472906914640854,
4.765895317906358,,0.20160398516566547,
4.765995319906398,,0.19683412025089053,
4.7660953219064375,,0.19387351450757473,
4.766195323906478,,0.19189977737336283,
4.766295325906518,,0.18647200036966627,
4.766395327906558,,0.18532065375425777,
4.766495329906598,,0.17808361805998407,
4.766595331906638,,0.18055078928568236,
4.766695333906678,,0.17331375378908476,
4.766795335906718,,0.17117553881332936,
4.766895337906758,,0.16870836771991682,
4.7669953399067975,,0.16245820110543585,
4.767095341906838,,0.1576883372600042,
4.767195343906878,,0.15242503937396723,
4.767295345906918,,0.15127369298239524,
4.767395347906958,,0.14453009284009832,
4.767495349906998,,0.13992470752532515,
4.767595351907038,,0.13647066861810142,
4.767695353907078,,0.1325231956639481,
4.767795355907118,,0.12725989852875985,
4.7678953579071575,,0.12347690380944965,
4.767995359907198,,0.11804912891833474,
4.768095361907238,,0.11426613439536837,
4.768195363907278,,0.10785149169252328,
4.768295365907318,,0.10275267329867699,
4.768395367907358,,0.09633803101021021,
4.768495369907398,,0.09551564098989074,
4.768595371907438,,0.09025234494942191,
4.7686953739074776,,0.0838377031093458,
4.7687953759075175,,0.07808097344826592,
4.768895377907558,,0.07281767791962546,
4.768995379907598,,0.06952811829245409,
4.769095381907638,,0.06706094861152456,
4.769195383907678,,0.06311347719230787,
4.769295385907718,,0.05571196851407789,
4.769395387907758,,0.053080321057120905,
4.769495389907798,,0.04403403321570698,
4.7695953919078375,,0.04386955525913505,
4.769695393907878,,0.04255373161192866,
4.769795395907918,,0.03432983403299028,
4.769895397907958,,0.030382363327273954,
4.769995399907998,,0.026763848588903016,
4.770095401908038,,0.02199398836173616,
4.770195403908078,,0.018210995856446033,
4.770295405908118,,0.011138444860993246,
4.770395407908158,,0.008013364275672341,
4.7704954099081975,,0.00340798245761631,
4.770595411908238,,0.00110529159195627,
4.770695413908278,,-0.004980391271146356,
4.770795415908318,,-0.005802780831785537,
4.770895417908358,,-0.014191154140420714,
4.770995419908398,,-0.018796535402425985,
4.771095421908438,,-0.019618924901405155,
4.771195423908478,,-0.021592659684012805,
4.771295425908518,,-0.028336253365578212,
4.7713954279085575,,-0.03096789961367241,
4.771495429908598,,-0.033599545824385846,
4.771595431908638,,-0.042316873630734,
4.771695433908678,,-0.04165896211245501,
4.771795435908718,,-0.04922494443215131,
4.771895437908758,,-0.051363156771115914,
4.771995439908798,,-0.05547510350788043,
4.772095441908838,,-0.05942257228992176,
4.772195443908878,,-0.06221869596005991,
4.7722954459089175,,-0.06896228816900107,
4.772395447908958,,-0.0727452788140388,
4.772495449908998,,-0.07883095925684058,
4.772595451909038,,-0.07850200356227255,
4.772695453909078,,-0.08573902870979921,
4.772795455909118,,-0.0855745508686292,
4.772895457909158,,-0.09297605357911554,
4.772995459909198,,-0.0967590437411876,
4.773095461909238,,-0.10251576775550442,
4.7731954639092775,,-0.11238443708696577,
4.773295465909318,,-0.10695666901827572,
4.773395467909358,,-0.11337130399185646,
4.773495469909398,,-0.11764772718710992,
4.773595471909438,,-0.11945698312535669,
4.773695473909478,,-0.12817430695031717,
4.773795475909518,,-0.128996695969815,
4.773895477909558,,-0.1340955078115691,
4.773995479909598,,-0.13672715257984347,
4.7740954819096375,,-0.14116805304415347,
4.774195483909678,,-0.14692477571490503,
4.774295485909718,,-0.14741820907863623,
4.774395487909758,,-0.1525170204295332,
4.774495489909798,,-0.1544907538193292,
4.774595491909838,,-0.16156329829969263,
4.774695493909878,,-0.1628791204999196,
4.774795495909918,,-0.1632080760485719,
4.774895497909958,,-0.17028062020882562,
4.7749954999099975,,-0.17126748681522663,
4.775095501910038,,-0.17324122001290077,
4.775195503910078,,-0.17998480828624874,
4.775295505910118,,-0.17817555291891152,
4.775395507910158,,-0.18261645242674485,
4.775495509910198,,-0.18574152979716807,
4.775595511910238,,-0.18820869610667135,
4.775695513910278,,-0.1890310848695358,
4.775795515910318,,-0.19215616213666165,
4.775895517910358,,-0.19396541737360495,
4.775995519910398,,-0.19676153907031857,
4.776095521910438,,-0.19643258357867355,
4.776195523910478,,-0.19824183877584245,
4.776295525910518,,-0.20120243815313144,
4.776395527910558,,-0.19774840554191853,
4.776495529910598,,-0.20284721556552165,
4.776595531910638,,-0.20120243815313144,
4.776695533910678,,-0.2013669158949951,
4.776795535910718,,-0.2063012480863864,
4.776895537910758,,-0.20926184734133235,
4.776995539910798,,-0.20169587137830547,
4.777095541910838,,-0.20597229261084316,
4.777195543910878,,-0.20186034911975304,
4.777295545910918,,-0.20663020356137496,
4.777395547910958,,-0.20465647070312531,
4.777495549910998,,-0.20514990391955923,
4.777595551911038,,-0.19972213847011178,
4.777695553911078,,-0.2010379604111292,
4.777795555911118,,-0.2043275152248092,
4.777895557911158,,-0.2015313936367198,
4.777995559911198,,-0.2002155716990348,
4.778095561911238,,-0.20186034911975304,
4.778195563911278,,-0.19906422749626973,
4.778295565911318,,-0.2015313936367198,
4.778395567911358,,-0.19906422749626973,
4.778495569911398,,-0.19643258357867355,
4.778595571911438,,-0.19873527200851582,
4.778695573911478,,-0.19610362808647208,
4.778795575911518,,-0.1911692956366844,
4.778895577911558,,-0.1949522838593878,
4.778995579911598,,-0.18919556262169124,
4.779095581911638,,-0.1878797406005499,
4.779195583911678,,-0.19133377338702884,
4.779295585911718,,-0.1870573518328067,
4.779395587911758,,-0.18508361877600166,
4.779495589911798,,-0.18459018550866224,
4.779595591911838,,-0.1822874969111381,
4.779695593911878,,-0.17735316410998525,
4.779795595911918,,-0.17883346396353605,
4.779895597911958,,-0.17817555291891152,
4.779995599911998,,-0.17603734200843135,
4.780095601912038,,-0.1762018197716153,
4.780195603912078,,-0.17110300904784337,
4.7802956059121176,,-0.17044509797690965,
4.780395607912158,,-0.17176092011653576,
4.780495609912198,,-0.16600419818944356,
4.780595611912238,,-0.1632080760485719,
4.780695613912278,,-0.16452389823756475,
4.780795615912318,,-0.15909613165002856,
4.780895617912358,,-0.16139882052403243,
4.780995619912398,,-0.15679344274846718,
4.781095621912438,,-0.15498418716360973,
4.7811956239124775,,-0.15268149821279087,
4.781295625912518,,-0.14922746473478687,
4.781395627912558,,-0.14972089809259304,
4.781495629912598,,-0.14560895340541302,
4.781595631912638,,-0.15120119815840027,
4.781695633912678,,-0.13787849715456746,
4.781795635912718,,-0.13623371918855298,
4.781895637912758,,-0.13475341900703652,
4.781995639912798,,-0.13228625201234623,
4.782095641912838,,-0.12784535134152453,
4.782195643912878,,-0.1265295289006776,
4.782295645912918,,-0.12439131741491938,
4.782395647912958,,-0.11731877156012382,
4.782495649912998,,-0.11748324937368837,
4.782595651913038,,-0.11041070326178293,
4.782695653913078,,-0.10925935852094071,
4.782795655913118,,-0.10185785644845335,
4.782895657913158,,-0.09840382204888343,
4.782995659913198,,-0.09791038855807832,
4.783095661913238,,-0.0911667973878365,
4.783195663913278,,-0.08919306334118682,
4.783295665913318,,-0.0819560383265161,
4.783395667913358,,-0.07471901303332507,
4.783495669913398,,-0.07323871237080759,
4.783595671913438,,-0.06600168674133933,
4.783695673913478,,-0.06846885460097418,
4.783795675913518,,-0.06057391733563389,
4.783895677913558,,-0.05415928056197972,
4.783995679913598,,-0.049882855923677916,
4.784095681913638,,-0.044948519680566346,
4.784195683913678,,-0.03804044872027834,
4.784295685913718,,-0.036889103535252765,
4.784395687913758,,-0.02998103227501936,
4.784495689913798,,-0.024224306028027165,
4.784595691913838,,-0.018796535402425985,
4.784695693913878,,-0.013697720426957272,
4.784795695913918,,-0.007612037852249287,
4.784895697913958,,-0.004651435445860219,
4.784995699913998,,0.006368585041655717,
4.785095701914038,,0.005710673352182116,
4.785195703914078,,0.01146740071518293,
4.785295705914118,,0.016072782735942592,
4.785395707914158,,0.02363876773632123,
4.785495709914198,,0.02890206183470534,
4.785595711914238,,0.03515222377413174,
4.785695713914278,,0.03860626072756279,
4.785795715914318,,0.046501202582194257,
4.785895717914358,,0.045843290747847654,
4.785995719914398,,0.05604092444889108,
4.786095721914438,,0.06130421948738096,
4.786195723914478,,0.06130421948738096,
4.786295725914518,,0.06590960277198876,
4.786395727914558,,0.07380454581950646,
4.786495729914598,,0.07824545143602091,
4.786595731914638,,0.08169948921367087,
4.786695733914678,,0.08811413097720555,
4.786795735914718,,0.08646935101595066,
4.786895737914758,,0.09650250901472823,
4.786995739914798,,0.09781833305632448,
4.787095741914838,,0.10176580523929202,
4.787195743914878,,0.10686462360490889,
4.787295745914918,,0.11130553004224364,
4.7873957479149585,,0.11541748054600687,
4.787495749914998,,0.11640434868106242,
4.787595751915038,,0.12117421141112583,
4.787695753915078,,0.12512168411227176,
4.787795755915118,,0.12791781066210195,
4.787895757915158,,0.13071393725607416,
4.787995759915198,,0.1344969321300078,
4.788095761915238,,0.13778649295574574,
4.788195763915278,,0.14239187821471644,
4.7882957659153185,,0.1443656147910719,
4.788395767915358,,0.1474906977488275,
4.788495769915398,,0.15160264909350385,
4.788595771915438,,0.15193160520522753,
4.788695773915478,,0.15982655207124008,
4.788795775915518,,0.1590041617561453,
4.788895777915558,,0.16147133271298797,
4.788995779915598,,0.16854388964825828,
4.789095781915638,,0.1692018019358179,
4.7891957839156785,,0.17265584148606905,
4.789295785915718,,0.17545196879097924,
4.789395787915758,,0.1756164468691308,
4.789495789915798,,0.1797283988732432,
4.789595791915838,,0.1848272194928393,
4.789695793915878,,0.18449826331933572,
4.789795795915918,,0.18861021553274782,
4.789895797915958,,0.1897615621698936,
4.789995799915998,,0.1920642554670251,
4.7900958019160385,,0.19403799260310306,
4.790195803916078,,0.19683412025089053,
4.790295805916118,,0.20143950706297487,
4.790395807916158,,0.2042356348299168,
4.790495809916198,,0.2035777224101114,
4.790595811916238,,0.21048580294259356,
4.790695813916278,,0.20900549994816364,
4.790795815916318,,0.21361088708351028,
4.790895817916358,,0.21459775577131524,
4.7909958199163984,,0.21690044939809194,
4.791095821916438,,0.2178873181046721,
4.791195823916478,,0.21854523057885578,
4.791295825916518,,0.22430196483488052,
4.791395827916558,,0.22068344613725888,
4.791495829916598,,0.22512435545855913,
4.791595831916638,,0.22742704922572443,
4.791695833916678,,0.22841391799249688,
4.791795835916718,,0.23038765554299934,
4.791895837916758,,0.23236139311612103,
4.791995839916798,,0.23466408698003427,
4.792095841916838,,0.22989422115325375,
4.792195843916878,,0.23778917155893486,
