Frecuencia [Hz],Error Frecuencia [Hz],X [V],Ruido X [V],Y [V],Ruido Y [V],Tiempo de integración [s],Escala [V]
834.0681362725452,,-0.000205995,5e-06,-0.000640873,5e-06,,0.01
853.9078156312626,,-0.000213624,5e-06,-0.000648502,5e-06,,0.01
873.74749498998,,-0.000221253,5e-06,-0.000663761,5e-06,,0.01
893.5871743486974,,-0.000228883,5e-06,-0.00067902,5e-06,,0.01
913.4268537074148,,-0.000244142,5e-06,-0.000686649,5e-06,,0.01
933.2665330661324,,-0.000251772,5e-06,-0.000701908,5e-06,,0.01
953.1062124248498,,-0.000267031,5e-06,-0.000717167,5e-06,,0.01
972.9458917835672,,-0.000267031,5e-06,-0.000732426,5e-06,,0.01
992.7855711422848,,-0.00027466,5e-06,-0.000740055,5e-06,,0.01
1012.625250501002,,-0.000289919,5e-06,-0.000755314,5e-06,,0.01
1032.4649298597196,,-0.000297548,5e-06,-0.000762943,5e-06,,0.01
1052.304609218437,,-0.000312807,5e-06,-0.000778202,5e-06,,0.01
1072.1442885771544,,-0.000320436,5e-06,-0.000793461,5e-06,,0.01
1091.983967935872,,-0.000328066,5e-06,-0.00080109,5e-06,,0.01
1111.8236472945891,,-0.000343325,5e-06,-0.000816349,5e-06,,0.01
1131.6633266533067,,-0.000350954,5e-06,-0.000823978,5e-06,,0.01
1151.503006012024,,-0.000366213,5e-06,-0.000839237,5e-06,,0.01
1171.3426853707415,,-0.000373842,5e-06,-0.000846867,5e-06,,0.01
1191.182364729459,,-0.000381472,5e-06,-0.000854496,5e-06,,0.01
1211.0220440881765,,-0.000389101,5e-06,-0.000869755,5e-06,,0.01
1230.8617234468938,,-0.00040436,5e-06,-0.000877384,5e-06,,0.01
1250.7014028056112,,-0.000419619,5e-06,-0.000892643,5e-06,,0.01
1270.5410821643288,,-0.000427248,5e-06,-0.000900272,5e-06,,0.01
1290.3807615230462,,-0.000434877,5e-06,-0.000907902,5e-06,,0.01
1310.2204408817636,,-0.000450136,5e-06,-0.000915531,5e-06,,0.01
1330.060120240481,,-0.000457766,5e-06,-0.00093079,5e-06,,0.01
1349.8997995991986,,-0.000473024,5e-06,-0.000938419,5e-06,,0.01
1369.739478957916,,-0.000480654,5e-06,-0.000953678,5e-06,,0.01
1389.5791583166333,,-0.000488285,5e-06,-0.000953678,5e-06,,0.01
1409.418837675351,,-0.000503544,5e-06,-0.000961307,5e-06,,0.01
1429.2585170340683,,-0.000518803,5e-06,-0.000968937,5e-06,,0.01
1449.0981963927857,,-0.000526432,5e-06,-0.000984199,5e-06,,0.01
1468.937875751503,,-0.000534061,5e-06,-0.000991829,5e-06,,0.01
1488.7775551102206,,-0.00054932,5e-06,-0.000999458,5e-06,,0.01
1508.617234468938,,-0.000564579,5e-06,-0.00100709,5e-06,,0.01
1528.4569138276554,,-0.000572208,5e-06,-0.00101472,5e-06,,0.01
1548.2965931863728,,-0.000587467,5e-06,-0.00102235,5e-06,,0.01
1568.1362725450904,,-0.000595096,5e-06,-0.00102998,5e-06,,0.01
1587.9759519038078,,-0.000610355,5e-06,-0.00103761,5e-06,,0.01
1607.8156312625251,,-0.000617985,5e-06,-0.00104523,5e-06,,0.01
1627.6553106212425,,-0.000633243,5e-06,-0.00105286,5e-06,,0.01
1647.49498997996,,-0.000640873,5e-06,-0.00106049,5e-06,,0.01
1667.3346693386777,,-0.000648502,5e-06,-0.00106049,5e-06,,0.01
1687.1743486973949,,-0.000663761,5e-06,-0.00106812,5e-06,,0.01
1707.0140280561125,,-0.00067902,5e-06,-0.00107575,5e-06,,0.01
1726.8537074148298,,-0.000686649,5e-06,-0.00108338,5e-06,,0.01
1746.6933867735472,,-0.000694279,5e-06,-0.00109101,5e-06,,0.01
1766.5330661322646,,-0.000709537,5e-06,-0.00109864,5e-06,,0.01
1786.3727454909822,,-0.000724796,5e-06,-0.00110627,5e-06,,0.01
1806.2124248497,,-0.000740055,5e-06,-0.00110627,5e-06,,0.01
1826.052104208417,,-0.000740055,5e-06,-0.0011139,5e-06,,0.01
1845.8917835671343,,-0.000755314,5e-06,-0.0011139,5e-06,,0.01
1865.731462925852,,-0.000770573,5e-06,-0.00112153,5e-06,,0.01
1885.5711422845693,,-0.000778202,5e-06,-0.00112153,5e-06,,0.01
1905.410821643287,,-0.000793461,5e-06,-0.00112916,5e-06,,0.01
1925.250501002004,,-0.00080109,5e-06,-0.00113679,5e-06,,0.01
1945.0901803607217,,-0.00080872,5e-06,-0.00113679,5e-06,,0.01
1964.929859719439,,-0.000823978,5e-06,-0.00114442,5e-06,,0.01
1984.7695390781564,,-0.000839237,5e-06,-0.00115205,5e-06,,0.01
2004.609218436874,,-0.000846867,5e-06,-0.00115205,5e-06,,0.01
2024.448897795592,,-0.000854496,5e-06,-0.00115968,5e-06,,0.01
2044.2885771543088,,-0.000869755,5e-06,-0.00115968,5e-06,,0.01
2064.128256513026,,-0.000885013,5e-06,-0.0011673,5e-06,,0.01
2083.967935871744,,-0.000892643,5e-06,-0.0011673,5e-06,,0.01
2103.807615230461,,-0.000900272,5e-06,-0.0011673,5e-06,,0.01
2123.6472945891783,,-0.000915531,5e-06,-0.00117493,5e-06,,0.01
2143.486973947896,,-0.00092316,5e-06,-0.00117493,5e-06,,0.01
2163.326653306613,,-0.000938419,5e-06,-0.00118256,5e-06,,0.01
2183.16633266533,,-0.000946049,5e-06,-0.00118256,5e-06,,0.01
2203.006012024048,,-0.000953678,5e-06,-0.00118256,5e-06,,0.01
2222.845691382766,,-0.000968937,5e-06,-0.00119019,5e-06,,0.01
2242.685370741483,,-0.00097657,5e-06,-0.00119019,5e-06,,0.01
2262.5250501002006,,-0.000991829,5e-06,-0.00119782,5e-06,,0.01
2282.364729458918,,-0.000999458,5e-06,-0.00119782,5e-06,,0.01
2302.204408817636,,-0.00100709,5e-06,-0.00119782,5e-06,,0.01
2322.044088176353,,-0.00102235,5e-06,-0.00120545,5e-06,,0.01
2341.8837675350705,,-0.00102998,5e-06,-0.00120545,5e-06,,0.01
2361.723446893788,,-0.00104523,5e-06,-0.00120545,5e-06,,0.01
2381.5631262525053,,-0.00105286,5e-06,-0.00121308,5e-06,,0.01
2401.4028056112224,,-0.00106049,5e-06,-0.00121308,5e-06,,0.01
2421.24248496994,,-0.00106812,5e-06,-0.00121308,5e-06,,0.01
2441.0821643286577,,-0.00108338,5e-06,-0.00121308,5e-06,,0.01
2460.921843687375,,-0.00109101,5e-06,-0.00122071,5e-06,,0.01
2480.7615230460924,,-0.00110627,5e-06,-0.00122071,5e-06,,0.01
2500.60120240481,,-0.0011139,5e-06,-0.00122071,5e-06,,0.01
2520.440881763527,,-0.00112153,5e-06,-0.00122071,5e-06,,0.01
2540.2805611222448,,-0.00112916,5e-06,-0.00122071,5e-06,,0.01
2560.120240480962,,-0.00114442,5e-06,-0.00122071,5e-06,,0.01
2579.9599198396795,,-0.00115205,5e-06,-0.00122071,5e-06,,0.01
2599.799599198397,,-0.0011673,5e-06,-0.00122071,5e-06,,0.01
2619.6392785571143,,-0.0011673,5e-06,-0.00122071,5e-06,,0.01
2639.478957915832,,-0.00118256,5e-06,-0.00122071,5e-06,,0.01
2659.318637274549,,-0.00119019,5e-06,-0.00122071,5e-06,,0.01
2679.1583166332666,,-0.00120545,5e-06,-0.00122071,5e-06,,0.01
2698.997995991984,,-0.00121308,5e-06,-0.00122834,5e-06,,0.01
2718.837675350702,,-0.00122071,5e-06,-0.00122834,5e-06,,0.01
2738.677354709419,,-0.00122834,5e-06,-0.00122834,5e-06,,0.01
2758.5170340681366,,-0.00123597,5e-06,-0.00122834,5e-06,,0.01
2778.3567134268537,,-0.00125123,5e-06,-0.00122834,5e-06,,0.01
2798.196392785572,,-0.00125886,5e-06,-0.00122834,5e-06,,0.01
2818.036072144289,,-0.00126649,5e-06,-0.00122834,5e-06,,0.01
2837.875751503006,,-0.00127412,5e-06,-0.00122834,5e-06,,0.01
2857.715430861724,,-0.00128175,5e-06,-0.00122834,5e-06,,0.01
2877.5551102204413,,-0.00128938,5e-06,-0.00122834,5e-06,,0.01
2897.3947895791584,,-0.00130463,5e-06,-0.00122834,5e-06,,0.01
2917.234468937876,,-0.00131226,5e-06,-0.00122834,5e-06,,0.01
2937.074148296593,,-0.00131989,5e-06,-0.00122834,5e-06,,0.01
2956.913827655311,,-0.00132752,5e-06,-0.00122834,5e-06,,0.01
2976.7535070140284,,-0.00133515,5e-06,-0.00122834,5e-06,,0.01
2996.593186372745,,-0.00134278,5e-06,-0.00122834,5e-06,,0.01
3016.432865731463,,-0.00135804,5e-06,-0.00122834,5e-06,,0.01
3036.2725450901808,,-0.00136567,5e-06,-0.00122834,5e-06,,0.01
3056.112224448898,,-0.0013733,5e-06,-0.00122834,5e-06,,0.01
3075.9519038076155,,-0.0013733,5e-06,-0.00122071,5e-06,,0.01
3095.791583166333,,-0.00138856,5e-06,-0.00122071,5e-06,,0.01
3115.6312625250503,,-0.00139619,5e-06,-0.00122071,5e-06,,0.01
3135.470941883768,,-0.00140382,5e-06,-0.00122071,5e-06,,0.01
3155.310621242485,,-0.00141145,5e-06,-0.00122071,5e-06,,0.01
3175.1503006012026,,-0.00141907,5e-06,-0.00122071,5e-06,,0.01
3194.98997995992,,-0.0014267,5e-06,-0.00122071,5e-06,,0.01
3214.8296593186374,,-0.00143433,5e-06,-0.00122071,5e-06,,0.01
3234.669338677355,,-0.00144196,5e-06,-0.00122071,5e-06,,0.01
3254.5090180360726,,-0.00144959,5e-06,-0.00122071,5e-06,,0.01
3274.3486973947897,,-0.00145722,5e-06,-0.00122071,5e-06,,0.01
3294.188376753508,,-0.00147248,5e-06,-0.00122071,5e-06,,0.01
3314.028056112225,,-0.00148011,5e-06,-0.00122071,5e-06,,0.01
3333.867735470942,,-0.00148011,5e-06,-0.00122071,5e-06,,0.01
3353.70741482966,,-0.00148774,5e-06,-0.00122071,5e-06,,0.01
3373.547094188377,,-0.00149537,5e-06,-0.00122071,5e-06,,0.01
3393.3867735470944,,-0.001503,5e-06,-0.00121308,5e-06,,0.01
3413.226452905812,,-0.00151063,5e-06,-0.00121308,5e-06,,0.01
3433.066132264529,,-0.00151826,5e-06,-0.00121308,5e-06,,0.01
3452.905811623247,,-0.00153352,5e-06,-0.00121308,5e-06,,0.01
3472.7454909819644,,-0.00153352,5e-06,-0.00121308,5e-06,,0.01
3492.585170340681,,-0.00154115,5e-06,-0.00121308,5e-06,,0.01
3512.424849699399,,-0.00154877,5e-06,-0.00120545,5e-06,,0.01
3532.2645290581163,,-0.0015564,5e-06,-0.00120545,5e-06,,0.01
3552.104208416834,,-0.00156403,5e-06,-0.00120545,5e-06,,0.01
3571.9438877755515,,-0.00157166,5e-06,-0.00120545,5e-06,,0.01
3591.7835671342687,,-0.00157929,5e-06,-0.00120545,5e-06,,0.01
3611.623246492986,,-0.00158692,5e-06,-0.00119782,5e-06,,0.01
3631.462925851704,,-0.00158692,5e-06,-0.00119782,5e-06,,0.01
3651.302605210421,,-0.00159455,5e-06,-0.00119782,5e-06,,0.01
3671.1422845691386,,-0.00160218,5e-06,-0.00119782,5e-06,,0.01
3690.981963927856,,-0.00160981,5e-06,-0.00119019,5e-06,,0.01
3710.821643286573,,-0.00161744,5e-06,-0.00119019,5e-06,,0.01
3730.661322645291,,-0.00162507,5e-06,-0.00119019,5e-06,,0.01
3750.501002004008,,-0.0016327,5e-06,-0.00119019,5e-06,,0.01
3770.3406813627257,,-0.00164033,5e-06,-0.00118256,5e-06,,0.01
3790.1803607214433,,-0.00164033,5e-06,-0.00118256,5e-06,,0.01
3810.020040080161,,-0.00164796,5e-06,-0.00118256,5e-06,,0.01
3829.859719438878,,-0.00165559,5e-06,-0.00118256,5e-06,,0.01
3849.699398797596,,-0.00166322,5e-06,-0.00117493,5e-06,,0.01
3869.539078156313,,-0.00167084,5e-06,-0.00117493,5e-06,,0.01
3889.3787575150304,,-0.00167847,5e-06,-0.00117493,5e-06,,0.01
3909.218436873748,,-0.0016861,5e-06,-0.00117493,5e-06,,0.01
3929.058116232465,,-0.00169373,5e-06,-0.00117493,5e-06,,0.01
3948.897795591183,,-0.00169373,5e-06,-0.0011673,5e-06,,0.01
3968.7374749499,,-0.00170136,5e-06,-0.0011673,5e-06,,0.01
3988.5771543086175,,-0.00170136,5e-06,-0.0011673,5e-06,,0.01
4008.416833667335,,-0.00170899,5e-06,-0.0011673,5e-06,,0.01
4028.256513026052,,-0.00171662,5e-06,-0.0011673,5e-06,,0.01
4048.09619238477,,-0.00172425,5e-06,-0.0011673,5e-06,,0.01
4067.935871743488,,-0.00173188,5e-06,-0.0011673,5e-06,,0.01
4087.7755511022046,,-0.00173951,5e-06,-0.00115968,5e-06,,0.01
4107.615230460922,,-0.00174714,5e-06,-0.00115968,5e-06,,0.01
4127.454909819639,,-0.00174714,5e-06,-0.00115968,5e-06,,0.01
4147.294589178357,,-0.00174714,5e-06,-0.00115205,5e-06,,0.01
4167.134268537075,,-0.00175477,5e-06,-0.00115205,5e-06,,0.01
4186.973947895792,,-0.0017624,5e-06,-0.00115205,5e-06,,0.01
4206.813627254509,,-0.00177003,5e-06,-0.00115205,5e-06,,0.01
4226.653306613227,,-0.00177766,5e-06,-0.00114442,5e-06,,0.01
4246.492985971944,,-0.00178529,5e-06,-0.00114442,5e-06,,0.01
4266.332665330661,,-0.00178529,5e-06,-0.00114442,5e-06,,0.01
4286.172344689379,,-0.00179292,5e-06,-0.00113679,5e-06,,0.01
4306.0120240480965,,-0.00180054,5e-06,-0.00113679,5e-06,,0.01
4325.851703406814,,-0.00180054,5e-06,-0.00113679,5e-06,,0.01
4345.691382765532,,-0.00180817,5e-06,-0.00113679,5e-06,,0.01
4365.531062124249,,-0.00180817,5e-06,-0.00112916,5e-06,,0.01
4385.370741482966,,-0.0018158,5e-06,-0.00112916,5e-06,,0.01
4405.210420841684,,-0.00182343,5e-06,-0.00112916,5e-06,,0.01
4425.050100200401,,-0.00183106,5e-06,-0.00112153,5e-06,,0.01
4444.889779559118,,-0.00183869,5e-06,-0.00112153,5e-06,,0.01
4464.729458917836,,-0.00183869,5e-06,-0.00112153,5e-06,,0.01
4484.5691382765535,,-0.00184632,5e-06,-0.00112153,5e-06,,0.01
4504.408817635271,,-0.00185395,5e-06,-0.0011139,5e-06,,0.01
4524.248496993989,,-0.00185395,5e-06,-0.0011139,5e-06,,0.01
4544.088176352706,,-0.00185395,5e-06,-0.0011139,5e-06,,0.01
4563.927855711423,,-0.00186158,5e-06,-0.0011139,5e-06,,0.01
4583.767535070141,,-0.00186921,5e-06,-0.0011139,5e-06,,0.01
4603.607214428858,,-0.00187684,5e-06,-0.0011139,5e-06,,0.01
4623.446893787575,,-0.00187684,5e-06,-0.00110627,5e-06,,0.01
4643.2865731462925,,-0.00188447,5e-06,-0.00110627,5e-06,,0.01
4663.126252505011,,-0.0018921,5e-06,-0.00110627,5e-06,,0.01
4682.965931863728,,-0.0018921,5e-06,-0.00110627,5e-06,,0.01
4702.805611222445,,-0.00189973,5e-06,-0.00109864,5e-06,,0.01
4722.645290581163,,-0.00190736,5e-06,-0.00109864,5e-06,,0.01
4742.48496993988,,-0.00190736,5e-06,-0.00109864,5e-06,,0.01
4762.324649298597,,-0.00190736,5e-06,-0.00109101,5e-06,,0.01
4782.164328657315,,-0.00191499,5e-06,-0.00109101,5e-06,,0.01
4802.0040080160325,,-0.00192261,5e-06,-0.00109101,5e-06,,0.01
4821.84368737475,,-0.00192261,5e-06,-0.00108338,5e-06,,0.01
4841.683366733468,,-0.00193024,5e-06,-0.00108338,5e-06,,0.01
4861.523046092185,,-0.00193787,5e-06,-0.00108338,5e-06,,0.01
4881.362725450902,,-0.00193787,5e-06,-0.00108338,5e-06,,0.01
4901.20240480962,,-0.0019455,5e-06,-0.00107575,5e-06,,0.01
4921.042084168337,,-0.00195314,5e-06,-0.00107575,5e-06,,0.01
4940.881763527054,,-0.00195314,5e-06,-0.00107575,5e-06,,0.01
4960.721442885772,,-0.00196077,5e-06,-0.00106812,5e-06,,0.01
4980.5611222444895,,-0.00196077,5e-06,-0.00106812,5e-06,,0.01
5000.400801603207,,-0.00196077,5e-06,-0.00106812,5e-06,,0.01
5020.240480961924,,-0.0019684,5e-06,-0.00106049,5e-06,,0.01
5040.080160320642,,-0.00197603,5e-06,-0.00106049,5e-06,,0.01
5059.919839679359,,-0.00197603,5e-06,-0.00106049,5e-06,,0.01
5079.759519038076,,-0.00198366,5e-06,-0.00106049,5e-06,,0.01
5099.599198396794,,-0.00198366,5e-06,-0.00106049,5e-06,,0.01
5119.438877755511,,-0.00199129,5e-06,-0.00106049,5e-06,,0.01
5139.2785571142285,,-0.00199892,5e-06,-0.00106049,5e-06,,0.01
5159.118236472947,,-0.00199892,5e-06,-0.00105286,5e-06,,0.01
5178.957915831664,,-0.00200655,5e-06,-0.00105286,5e-06,,0.01
5198.797595190381,,-0.00201418,5e-06,-0.00105286,5e-06,,0.01
5218.637274549099,,-0.00201418,5e-06,-0.00104523,5e-06,,0.01
5238.476953907816,,-0.00201418,5e-06,-0.00104523,5e-06,,0.01
5258.316633266533,,-0.00201418,5e-06,-0.00104523,5e-06,,0.01
5278.156312625251,,-0.0020218,5e-06,-0.00104523,5e-06,,0.01
5297.995991983968,,-0.00202943,5e-06,-0.00103761,5e-06,,0.01
5317.835671342686,,-0.00202943,5e-06,-0.00103761,5e-06,,0.01
5337.675350701404,,-0.00203706,5e-06,-0.00103761,5e-06,,0.01
5357.515030060121,,-0.00203706,5e-06,-0.00102998,5e-06,,0.01
5377.354709418838,,-0.00204469,5e-06,-0.00102998,5e-06,,0.01
5397.194388777555,,-0.00204469,5e-06,-0.00102998,5e-06,,0.01
5417.034068136273,,-0.00205232,5e-06,-0.00102235,5e-06,,0.01
5436.87374749499,,-0.00205995,5e-06,-0.00102235,5e-06,,0.01
5456.713426853708,,-0.00205995,5e-06,-0.00102235,5e-06,,0.01
5476.5531062124255,,-0.00205995,5e-06,-0.00102235,5e-06,,0.01
5496.392785571143,,-0.00205995,5e-06,-0.00101472,5e-06,,0.01
5516.23246492986,,-0.00206758,5e-06,-0.00101472,5e-06,,0.01
5536.072144288578,,-0.00206758,5e-06,-0.00101472,5e-06,,0.01
5555.911823647295,,-0.00207521,5e-06,-0.00100709,5e-06,,0.01
5575.751503006012,,-0.00208284,5e-06,-0.00100709,5e-06,,0.01
5595.59118236473,,-0.00208284,5e-06,-0.00100709,5e-06,,0.01
5615.430861723447,,-0.00209047,5e-06,-0.00100709,5e-06,,0.01
5635.2705410821645,,-0.00209047,5e-06,-0.00100709,5e-06,,0.01
5655.110220440883,,-0.0020981,5e-06,-0.00100709,5e-06,,0.01
5674.9498997996,,-0.0020981,5e-06,-0.00100709,5e-06,,0.01
5694.789579158317,,-0.00210573,5e-06,-0.000999458,5e-06,,0.01
5714.629258517035,,-0.00210573,5e-06,-0.000999458,5e-06,,0.01
5734.468937875752,,-0.00211336,5e-06,-0.000999458,5e-06,,0.01
5754.308617234469,,-0.00211336,5e-06,-0.000991829,5e-06,,0.01
5774.148296593186,,-0.00211336,5e-06,-0.000991829,5e-06,,0.01
5793.987975951904,,-0.00211336,5e-06,-0.000991829,5e-06,,0.01
5813.827655310622,,-0.00212099,5e-06,-0.000991829,5e-06,,0.01
5833.667334669339,,-0.00212099,5e-06,-0.000984199,5e-06,,0.01
5853.507014028057,,-0.00212862,5e-06,-0.000984199,5e-06,,0.01
5873.346693386774,,-0.00212862,5e-06,-0.000984199,5e-06,,0.01
5893.186372745491,,-0.00213625,5e-06,-0.00097657,5e-06,,0.01
5913.026052104209,,-0.00213625,5e-06,-0.00097657,5e-06,,0.01
5932.865731462926,,-0.00214387,5e-06,-0.00097657,5e-06,,0.01
5952.705410821643,,-0.0021515,5e-06,-0.00097657,5e-06,,0.01
5972.5450901803615,,-0.0021515,5e-06,-0.000968937,5e-06,,0.01
5992.384769539079,,-0.00215913,5e-06,-0.000968937,5e-06,,0.01
6012.224448897796,,-0.00215913,5e-06,-0.000968937,5e-06,,0.01
6032.064128256514,,-0.00215913,5e-06,-0.000961307,5e-06,,0.01
6051.903807615231,,-0.00216676,5e-06,-0.000961307,5e-06,,0.01
6071.743486973948,,-0.00216676,5e-06,-0.000961307,5e-06,,0.01
6091.583166332666,,-0.00216676,5e-06,-0.000961307,5e-06,,0.01
6111.422845691383,,-0.00216676,5e-06,-0.000953678,5e-06,,0.01
6131.2625250501005,,-0.00217439,5e-06,-0.000953678,5e-06,,0.01
6151.102204408819,,-0.00217439,5e-06,-0.000953678,5e-06,,0.01
6170.941883767536,,-0.00218202,5e-06,-0.000953678,5e-06,,0.01
6190.781563126253,,-0.00218202,5e-06,-0.000953678,5e-06,,0.01
6210.62124248497,,-0.00218965,5e-06,-0.000953678,5e-06,,0.01
6230.460921843688,,-0.00218965,5e-06,-0.000953678,5e-06,,0.01
6250.300601202405,,-0.00219728,5e-06,-0.000953678,5e-06,,0.01
6270.140280561122,,-0.00219728,5e-06,-0.000946049,5e-06,,0.01
6289.97995991984,,-0.00220491,5e-06,-0.000946049,5e-06,,0.01
6309.819639278558,,-0.00220491,5e-06,-0.000946049,5e-06,,0.01
6329.659318637275,,-0.00221254,5e-06,-0.000938419,5e-06,,0.01
6349.498997995993,,-0.00221254,5e-06,-0.000938419,5e-06,,0.01
6369.33867735471,,-0.00221254,5e-06,-0.000938419,5e-06,,0.01
6389.178356713427,,-0.00222017,5e-06,-0.000938419,5e-06,,0.01
6409.018036072145,,-0.00222017,5e-06,-0.00093079,5e-06,,0.01
6428.857715430862,,-0.00222017,5e-06,-0.00093079,5e-06,,0.01
6448.697394789579,,-0.00222017,5e-06,-0.00093079,5e-06,,0.01
6468.5370741482975,,-0.0022278,5e-06,-0.00093079,5e-06,,0.01
6488.376753507015,,-0.0022278,5e-06,-0.00092316,5e-06,,0.01
6508.216432865732,,-0.00223543,5e-06,-0.00092316,5e-06,,0.01
6528.05611222445,,-0.00223543,5e-06,-0.00092316,5e-06,,0.01
6547.895791583167,,-0.00223543,5e-06,-0.00092316,5e-06,,0.01
6567.735470941884,,-0.00224306,5e-06,-0.000915531,5e-06,,0.01
6587.575150300601,,-0.00224306,5e-06,-0.000915531,5e-06,,0.01
6607.414829659319,,-0.00225069,5e-06,-0.000915531,5e-06,,0.01
6627.2545090180365,,-0.00225069,5e-06,-0.000915531,5e-06,,0.01
6647.094188376754,,-0.00225832,5e-06,-0.000907902,5e-06,,0.01
6666.933867735472,,-0.00225832,5e-06,-0.000907902,5e-06,,0.01
6686.773547094189,,-0.00226595,5e-06,-0.000907902,5e-06,,0.01
6706.613226452906,,-0.00226595,5e-06,-0.000907902,5e-06,,0.01
6726.452905811624,,-0.00226595,5e-06,-0.000900272,5e-06,,0.01
6746.292585170341,,-0.00227357,5e-06,-0.000900272,5e-06,,0.01
6766.132264529058,,-0.00227357,5e-06,-0.000900272,5e-06,,0.01
6785.971943887776,,-0.00227357,5e-06,-0.000900272,5e-06,,0.01
6805.811623246494,,-0.00227357,5e-06,-0.000900272,5e-06,,0.01
6825.651302605211,,-0.00227357,5e-06,-0.000900272,5e-06,,0.01
6845.490981963929,,-0.0022812,5e-06,-0.000900272,5e-06,,0.01
6865.330661322646,,-0.0022812,5e-06,-0.000900272,5e-06,,0.01
6885.170340681363,,-0.00228883,5e-06,-0.000892643,5e-06,,0.01
6905.010020040081,,-0.00228883,5e-06,-0.000892643,5e-06,,0.01
6924.849699398798,,-0.00229646,5e-06,-0.000892643,5e-06,,0.01
6944.689378757515,,-0.00229646,5e-06,-0.000892643,5e-06,,0.01
6964.529058116233,,-0.00229646,5e-06,-0.000885013,5e-06,,0.01
6984.368737474951,,-0.00230409,5e-06,-0.000885013,5e-06,,0.01
7004.208416833668,,-0.00230409,5e-06,-0.000885013,5e-06,,0.01
7024.048096192385,,-0.00231172,5e-06,-0.000885013,5e-06,,0.01
7043.887775551103,,-0.00231172,5e-06,-0.000877384,5e-06,,0.01
7063.72745490982,,-0.00231172,5e-06,-0.000877384,5e-06,,0.01
7083.567134268537,,-0.00231935,5e-06,-0.000877384,5e-06,,0.01
7103.406813627255,,-0.00231935,5e-06,-0.000877384,5e-06,,0.01
7123.2464929859725,,-0.00232698,5e-06,-0.000877384,5e-06,,0.01
7143.08617234469,,-0.00232698,5e-06,-0.000869755,5e-06,,0.01
7162.925851703408,,-0.00232698,5e-06,-0.000869755,5e-06,,0.01
7182.765531062125,,-0.00232698,5e-06,-0.000869755,5e-06,,0.01
7202.605210420842,,-0.00232698,5e-06,-0.000869755,5e-06,,0.01
7222.44488977956,,-0.00233461,5e-06,-0.000862125,5e-06,,0.01
7242.284569138277,,-0.00233461,5e-06,-0.000862125,5e-06,,0.01
7262.124248496994,,-0.00233461,5e-06,-0.000862125,5e-06,,0.01
