Frecuencia [Hz],X [V],Ruido X [V],Y [V],Ruido Y [V],Tiempo de integración [s],Escala [V]
50092.0,0.7084939000000001,1.8299999999993323e-05,-0.001125091,3.410637343664672e-05,0.001,1.0
50092.2,0.708439,3.3306690738754696e-16,-0.0011149163333333332,3.8387257910521455e-05,0.001,1.0
50092.4,0.7083779999999998,1.5750132274585413e-05,-0.0011901943333333333,3.778767979852111e-05,0.001,1.0
50092.6,0.708317,2.220446049250313e-16,-0.0011556106666666668,1.5226051125912106e-05,0.001,1.0
50092.8,0.708317,2.220446049250313e-16,-0.0011596800000000002,4.336808689942018e-19,0.001,1.0
50093.0,0.708195,0.0,-0.0011861263333333334,3.0242539188295005e-05,0.001,1.0
50093.2,0.7081340000000002,1.1102230246251565e-16,-0.0011698516666666667,2.2744538111135405e-05,0.001,1.0
50093.4,0.7081258666666668,2.0736012688640834e-05,-0.0011454373333333334,2.5817025768967977e-05,0.001,1.0
50093.6,0.7080709666666665,1.0949835107836161e-05,-0.00122071,0.0,0.001,1.0
50093.8,0.7079469333333335,1.5216073372875145e-05,-0.0011230563333333335,9.269825836132105e-05,0.001,1.0
50094.0,0.7078899999999999,2.220446049250313e-16,-0.0010315033333333332,7.615321894414939e-05,0.001,1.0
50094.2,0.7077752666666669,2.1075947322852382e-05,-0.0009155309999999999,2.168404344971009e-19,0.001,1.0
50094.4,0.707767,1.1102230246251565e-16,-0.0008789099999999999,2.9900921290154247e-05,0.001,1.0
50094.6,0.7076856666666667,2.875567576824244e-05,-0.0008646684999999999,2.274640150111661e-05,0.001,1.0
50094.8,0.7075921333333333,2.073601268860309e-05,-0.0008544959999999999,1.0842021724855044e-19,0.001,1.0
50095.0,0.7075128333333333,2.2733357771239566e-05,-0.0007731159999999998,2.8772174926480603e-05,0.001,1.0
50095.2,0.707462,1.1102230246251565e-16,-0.00067139,2.168404344971009e-19,0.001,1.0
50095.4,0.707401,2.220446049250313e-16,-0.0005208369999999999,3.42860034270546e-05,0.001,1.0
50095.6,0.7073461,1.829999999999332e-05,-0.0004923539999999999,1.522480390678316e-05,0.001,1.0
50095.8,0.70734,2.220446049250313e-16,-0.0003845235,2.796975075416298e-05,0.001,1.0
50096.0,0.70734,2.220446049250313e-16,-0.0002990744,1.8310800000000014e-05,0.001,1.0
50096.2,0.7073034,2.9883774861943867e-05,-0.00018310599999999994,2.710505431213761e-20,0.001,1.0
50096.4,0.70734,2.220446049250313e-16,-8.748427333333332e-05,3.0245215080669454e-05,0.001,1.0
50096.6,0.7073725333333333,3.043214674575029e-05,0.0,0.0,0.001,1.0
50096.8,0.707462,1.1102230246251565e-16,0.00021769293333333327,7.669355765553077e-05,0.001,1.0
50097.0,0.7074640333333333,1.0949835107836161e-05,0.0004516633999999999,6.976978447608965e-05,0.001,1.0
50097.2,0.7075229999999999,3.3306690738754696e-16,0.0005208369999999999,3.0449607813566316e-05,0.001,1.0
50097.4,0.7075860333333333,1.0949835107836161e-05,0.0005493199999999998,1.0842021724855044e-19,0.001,1.0
50097.6,0.7077060000000001,3.3306690738754696e-16,0.0005635614999999999,3.024501686641953e-05,0.001,1.0
50097.8,0.7078248666666667,1.5465517198667244e-05,0.0006835972,2.4414399999999994e-05,0.001,1.0
50098.0,0.7078839,1.8299999999993316e-05,0.00067139,2.168404344971009e-19,0.001,1.0
50098.2,0.7079408333333334,2.2733357771239566e-05,0.000655114,2.6990692543912236e-05,0.001,1.0
50098.4,0.7080018333333332,2.273335777123957e-05,0.0006490108,5.56803694865614e-05,0.001,1.0
50098.6,0.7081218000000002,2.4400000000035508e-05,0.0007893919999999999,1.5224803906783161e-05,0.001,1.0
50098.8,0.7081645000000001,3.049999999998887e-05,0.0007324260000000001,2.168404344971009e-19,0.001,1.0
50099.0,0.708195,0.0,0.0007283569333333335,1.5225053350608952e-05,0.001,1.0
50099.2,0.7082742999999999,2.7953711739220422e-05,0.0007080115999999999,2.9901411188102804e-05,0.001,1.0
50099.4,0.7082946333333332,2.9395558999417893e-05,0.0006673210333333334,2.1912334638255423e-05,0.001,1.0
50099.6,0.708317,2.220446049250313e-16,0.0006673210000000001,1.5224803906783161e-05,0.001,1.0
50099.8,0.7084166333333334,2.9395558999471392e-05,0.0005839065,3.4104434612671736e-05,0.001,1.0
50100.0,0.708439,3.3306690738754696e-16,0.0007670122333333334,0.00010174573355467488,0.001,1.0
50100.2,0.7084776333333332,2.9395558999417893e-05,0.0007588745,3.0245016866419485e-05,0.001,1.0
50100.4,0.7085508333333332,2.2733357771239562e-05,0.0007303914666666668,1.0956297305608717e-05,0.001,1.0
50100.6,0.708561,1.1102230246251565e-16,0.0006388380666666665,3.773451900221982e-05,0.001,1.0
50100.8,0.7086219999999999,3.3306690738754696e-16,0.0006469760000000001,2.990092129015424e-05,0.001,1.0
50101.0,0.7086219999999999,3.3306690738754696e-16,0.000577803,3.0449607813566374e-05,0.001,1.0
50101.2,0.7086219999999999,3.3306690738754696e-16,0.0005655959999999999,2.699069254391228e-05,0.001,1.0
50101.4,0.7086219999999999,3.3306690738754696e-16,0.0005533889999999999,4.4387549594452746e-05,0.001,1.0
50101.6,0.708683,2.220446049250313e-16,0.0005493199999999998,2.228683086488522e-05,0.001,1.0
50101.8,0.7086524999999999,3.049999999998887e-05,0.0005350785,2.5814911006044538e-05,0.001,1.0
