Frecuencia [Hz],X [V],Ruido X [V],Y [V],Ruido Y [V],Tiempo de integración [s],Escala [V]
50000.0,0.7092015,6.820007331373688e-05,0.015730933333333336,2.697521496155662e-05,0.001,1.0
50100.0,0.7085000000000001,2.220446049250313e-16,0.01669122333333333,6.44977605985067e-05,0.001,1.0
50200.0,0.7092218333333332,2.273335777123957e-05,0.01586928,3.861141800037911e-05,0.001,1.0
50300.0,0.7091710000000001,2.220446049250313e-16,0.015932333333333337,1.0949835107839899e-05,0.001,1.0
50400.0,0.709232,0.0,0.01592216666666667,2.073601268861135e-05,0.001,1.0
50500.0,0.709232,0.0,0.01604629,1.833000000000043e-05,0.001,1.0
50600.0,0.7092889333333331,1.521607337287514e-05,0.01585297,8.766816278824742e-05,0.001,1.0
50700.0,0.7092299666666667,1.0949835107836165e-05,0.01600352,2.444000000000057e-05,0.001,1.0
50800.0,0.709232,0.0,0.01596284666666667,4.382658046842731e-05,0.001,1.0
50900.0,0.7092299666666667,1.0949835107836163e-05,0.0159913,3.469446951953614e-18,0.001,1.0
51000.0,0.7092746999999998,2.7953711739220425e-05,0.0159913,3.469446951953614e-18,0.001,1.0
51100.0,0.709232,0.0,0.016036106666666668,2.7019436625429293e-05,0.001,1.0
51200.0,0.7093031666666666,2.2733357771280938e-05,0.01610323,4.4787849170654085e-05,0.001,1.0
51300.0,0.7092929999999997,1.1102230246251565e-16,0.01611543333333333,1.0949835107839899e-05,0.001,1.0
51400.0,0.7092563999999999,2.9883774861943867e-05,0.0162355,3.469446951953614e-18,0.001,1.0
51500.0,0.7092909666666665,1.0949835107836165e-05,0.0162355,3.469446951953614e-18,0.001,1.0
51600.0,0.7092929999999997,1.1102230246251565e-16,0.016221243333333333,2.5842402924049466e-05,0.001,1.0
51700.0,0.7092685999999999,2.9883774861943867e-05,0.016296499999999995,0.0,0.001,1.0
51800.0,0.7092909666666664,1.0949835107836165e-05,0.016320899999999996,2.9883774861955763e-05,0.001,1.0
51900.0,0.7092685999999999,2.9883774861943863e-05,0.01621309,4.014535548063711e-05,0.001,1.0
52000.0,0.7093092666666665,2.697521496159651e-05,0.016337166666666667,2.875567576825388e-05,0.001,1.0
52100.0,0.7092543666666666,2.9395558999417893e-05,0.016361573333333334,1.5241017755458677e-05,0.001,1.0
52200.0,0.7092706333333331,2.939555899941789e-05,0.0163209,2.988377486195576e-05,0.001,1.0
52300.0,0.709232,0.0,0.016540600000000003,3.469446951953614e-18,0.001,1.0
52400.0,0.7092909666666664,1.0949835107836165e-05,0.016418600000000002,0.0,0.001,1.0
52500.0,0.7092909666666664,1.0949835107836165e-05,0.016536533333333336,2.189967021568042e-05,0.001,1.0
52600.0,0.7092929999999997,1.1102230246251565e-16,0.016540600000000003,3.469446951953614e-18,0.001,1.0
52700.0,0.7092421666666666,2.2733357771239562e-05,0.016483666666666664,1.5216073372880335e-05,0.001,1.0
52800.0,0.7092929999999997,1.1102230246251565e-16,0.0166566,1.8299999999999564e-05,0.001,1.0
52900.0,0.7092482666666666,2.697521496154741e-05,0.01653043333333333,2.273335777124732e-05,0.001,1.0
53000.0,0.7092340333333332,1.0949835107836165e-05,0.016536543333333334,4.9665391594370604e-05,0.001,1.0
53100.0,0.7092381000000001,1.8299999999993326e-05,0.016695286666666666,3.0482035510919086e-05,0.001,1.0
53200.0,0.7092746999999999,2.795371173922042e-05,0.016658633333333332,1.5216073372880333e-05,0.001,1.0
53300.0,0.709232,0.0,0.0167726,2.439999999999942e-05,0.001,1.0
53400.0,0.7092279333333332,1.5216073372875143e-05,0.0167848,3.469446951953614e-18,0.001,1.0
53500.0,0.7092259,1.8299999999993323e-05,0.016719726666666667,1.5241017755459543e-05,0.001,1.0
53600.0,0.709232,0.0,0.016805146666666666,6.367470315770786e-05,0.001,1.0
53700.0,0.709232,0.0,0.01689468,2.443999999999918e-05,0.001,1.0
53800.0,0.7092075999999999,2.9883774861943867e-05,0.01688042333333333,3.027722668203768e-05,0.001,1.0
53900.0,0.7092299666666667,1.0949835107836163e-05,0.016841733333333334,1.52160733728812e-05,0.001,1.0
54000.0,0.7092259,1.8299999999993326e-05,0.0168458,3.469446951953614e-18,0.001,1.0
54100.0,0.7092218333333333,2.273335777123957e-05,0.016886533333333332,2.8802816220331083e-05,0.001,1.0
54200.0,0.709232,0.0,0.016961823333333334,0.00010008950888524203,0.001,1.0
54300.0,0.7092279333333333,1.5216073372875143e-05,0.017047266666666668,6.896500722991568e-05,0.001,1.0
54400.0,0.709232,0.0,0.017089999999999998,0.0,0.001,1.0
54500.0,0.7092523333333333,2.8755675768242442e-05,0.017089999999999998,0.0,0.001,1.0
54600.0,0.7091710000000001,2.220446049250313e-16,0.01713066666666667,2.8755675768252247e-05,0.001,1.0
54700.0,0.7092116666666667,2.8755675768242442e-05,0.01709813333333333,2.0736012688610168e-05,0.001,1.0
54800.0,0.7091587999999999,2.4399999999991096e-05,0.017295466666666665,4.308556087084845e-05,0.001,1.0
54900.0,0.7091689666666667,1.094983510783616e-05,0.017224230000000004,4.2883914233660926e-05,0.001,1.0
55000.0,0.7091710000000001,2.220446049250313e-16,0.01725680666666667,2.7019436625427755e-05,0.001,1.0
55100.0,0.7091039,1.8299999999993323e-05,0.01717337666666667,4.012844945366792e-05,0.001,1.0
55200.0,0.7091039,1.8299999999993316e-05,0.017226253333333334,3.026534578615489e-05,0.001,1.0
55300.0,0.7091710000000001,2.220446049250313e-16,0.017470423333333335,3.756795339411237e-05,0.001,1.0
55400.0,0.7091201666666668,2.2733357771239566e-05,0.01751313,2.1917620765037427e-05,0.001,1.0
55500.0,0.7091466,2.9883774861943867e-05,0.0175782,3.469446951953614e-18,0.001,1.0
55600.0,0.7091466,2.9883774861943867e-05,0.0175782,3.469446951953614e-18,0.001,1.0
55700.0,0.7091506666666667,2.875567576824244e-05,0.0175782,3.469446951953614e-18,0.001,1.0
55800.0,0.7091710000000001,2.220446049250313e-16,0.017651493333333334,3.3052533269864994e-05,0.001,1.0
55900.0,0.7091364333333333,3.0227673119536598e-05,0.017637263333333333,1.0967785657197527e-05,0.001,1.0
56000.0,0.7091160999999999,1.829999999999332e-05,0.017635226666666667,1.5241017755459545e-05,0.001,1.0
56100.0,0.7091405,3.0499999999988873e-05,0.017698266666666667,1.0949835107839899e-05,0.001,1.0
56200.0,0.7091242333333334,2.580010766557128e-05,0.0177613,3.469446951953614e-18,0.001,1.0
56300.0,0.7090896666666667,2.8755675768242442e-05,0.01776131,2.7302397330637464e-05,0.001,1.0
56400.0,0.7090896666666666,2.8755675768242435e-05,0.017812216666666665,2.27706255708721e-05,0.001,1.0
56500.0,0.7090490000000002,0.0,0.017812216666666665,2.2770625570872095e-05,0.001,1.0
56600.0,0.7090693333333334,2.8755675768242435e-05,0.0177613,3.469446951953614e-18,0.001,1.0
56700.0,0.7090490000000002,0.0,0.017942463333333335,1.0967785657196908e-05,0.001,1.0
56800.0,0.7090774666666667,3.0432146745750282e-05,0.0178529,3.0500000000001012e-05,0.001,1.0
56900.0,0.7091445666666667,3.0227673119536594e-05,0.018003466666666672,1.0949835107840522e-05,0.001,1.0
57000.0,0.7091099999999999,2.220446049250313e-16,0.0179221,3.339386171139768e-05,0.001,1.0
57100.0,0.7090530666666668,1.5216073372875143e-05,0.018015666666666666,2.273335777124732e-05,0.001,1.0
57200.0,0.7091161,1.8299999999993323e-05,0.018070626666666666,7.547072250585427e-05,0.001,1.0
57300.0,0.7090978,2.4399999999991096e-05,0.018056356666666665,6.884253860965728e-05,0.001,1.0
57400.0,0.7090957666666665,2.5800107665571276e-05,0.018033983333333333,5.163436893732246e-05,0.001,1.0
57500.0,0.7090978,2.4399999999991096e-05,0.018196736666666664,2.6053950222993758e-05,0.001,1.0
57600.0,0.7091649000000001,1.8299999999993323e-05,0.018267946666666666,8.508586930598753e-05,0.001,1.0
57700.0,0.7091323666666667,2.9395558999417893e-05,0.018245533333333334,2.189967021568042e-05,0.001,1.0
57800.0,0.7091384666666668,3.0432146745750282e-05,0.018249599999999998,6.938893903907228e-18,0.001,1.0
57900.0,0.7091608333333334,2.2733357771239566e-05,0.018241466666666668,2.0736012688611347e-05,0.001,1.0
58000.0,0.7091710000000001,2.220446049250313e-16,0.0183107,3.469446951953614e-18,0.001,1.0
58100.0,0.7091120333333333,1.0949835107836161e-05,0.018314733333333336,8.177796497563118e-05,0.001,1.0
58200.0,0.7090957666666665,2.5800107665571273e-05,0.018261816666666663,2.907681875461727e-05,0.001,1.0
