Frecuencia [Hz],X [V],Ruido X [V],Y [V],Ruido Y [V],Tiempo de integración [s],Escala [V]
49900,0.6893370333333332,1.0949835107836161e-05,0.07537890000000001,0.0,0,1
49902,0.689396,2.220446049250313e-16,0.0753260333333333,2.0736012688612523e-05,0,1
49904,0.689396,2.220446049250313e-16,0.07533212666666667,3.409959856394678e-05,0,1
49906,0.6893370333333332,1.0949835107836165e-05,0.07550506666666665,1.5216073372882068e-05,0,1
49908,0.6893533000000001,2.7953711739220422e-05,0.07555590000000001,1.8300000000001648e-05,0,1
49910,0.6893349999999999,0.0,0.07549488666666666,2.4174817935657057e-05,0,1
49912,0.6893716,2.9883774861943863e-05,0.07551520666666668,5.151886342776716e-05,0,1
49914,0.6892984000000001,2.9883774861943863e-05,0.07571256666666666,3.043214674575721e-05,0,1
49916,0.6893309333333332,1.5216073372875143e-05,0.07574509999999998,2.7755575615628914e-17,0,1
49918,0.6893349999999999,0.0,0.07577356666666665,3.0432146745764133e-05,0,1
49920,0.6893878666666667,2.073601268860309e-05,0.07586515333333331,2.9422312772602892e-05,0,1
49922,0.6893309333333332,1.5216073372875143e-05,0.07592819999999999,2.7755575615628914e-17,0,1
49924,0.6893349999999999,0.0,0.07587938999999999,3.6620006826871024e-05,0,1
49926,0.6892801000000001,1.8299999999993316e-05,0.07602993333333333,2.880281622032944e-05,0,1
49928,0.6893288999999999,1.8299999999993323e-05,0.0761113,0.0,0,1
49930,0.6893004333333332,3.0227673119536594e-05,0.07612354,4.569098817053474e-05,0,1
49932,0.6893065333333334,3.043214674575028e-05,0.07634939,1.8330000000002506e-05,0,1
49934,0.6893309333333332,1.5216073372875143e-05,0.07646123333333332,2.6975214961559676e-05,0,1
49936,0.6893349999999999,0.0,0.07632902333333336,3.0277226682042835e-05,0,1
49938,0.6893065333333334,3.0432146745750282e-05,0.0764287,2.44000000000022e-05,0,1
49940,0.6893106000000001,2.988377486194387e-05,0.0764165,2.7755575615628914e-17,0,1
49942,0.6892658666666668,2.073601268864083e-05,0.07657113333333335,4.654512744518878e-05,0,1
