Frecuencia [Hz],X [V],Ruido X [V],Y [V],Ruido Y [V],Tiempo de integración [s],Escala [V]
50340,0.0004352072,1.4315199381543344e-07,0.0010194003333333333,1.4878358631099564e-07,0,0
50342,0.00044646839999999997,2.0118442616995345e-07,0.001047424,1.682379267585101e-07,0,0
50344,0.0004575549666666667,2.1500534618676174e-07,0.0010750753333333331,1.7169223110618428e-07,0,0
50346,0.0004686135666666666,1.9475500564098733e-07,0.001102131,1.5546382215806488e-07,0,0
50348,0.00047951339999999996,1.4979799731638392e-07,0.0011289319999999998,1.290581264392185e-07,0,0
50350,0.0004899102,1.5539206328938874e-07,0.001155357333333333,1.3076526891940075e-07,0,0
50352,0.0005004326,1.882331178795827e-07,0.0011811346666666667,1.88427410131581e-07,0,0
50354,0.0005107878,1.78723510857785e-07,0.0012065463333333336,1.558521379028497e-07,0,0
50356,0.0005207179000000001,2.3236972694392975e-07,0.001231664,1.6316862443492925e-07,0,0
50358,0.0005307471999999999,1.552779014112025e-07,0.0012562563333333332,1.5300290483807997e-07,0,0
50360,0.0005405782333333333,1.8287804375837748e-07,0.001280714,1.564097183681117e-07,0,0
50362,0.0005503453666666667,1.7567232438706962e-07,0.0013045686666666666,1.9643036651418407e-07,0,0
50364,0.0005597072666666668,2.1707509197408523e-07,0.0013282636666666666,1.5850306691739733e-07,0,0
50366,0.0005690292999999999,1.9308446338325517e-07,0.0013514760000000001,1.819450466486751e-07,0,0
50368,0.0005782681999999999,1.971450227624305e-07,0.001374366,1.5944905142393018e-07,0,0
50370,0.0005870379000000001,1.7032563909562737e-07,0.0013970799999999998,1.928730152198604e-07,0,0
50372,0.0005959508333333334,1.2699529737574683e-07,0.0014193063333333333,1.525447111141016e-07,0,0
50374,0.0006048319000000001,2.525292524309318e-07,0.001441182,1.8765926569182722e-07,0,0
50376,0.0006134708333333331,1.620084531402222e-07,0.0014629653333333335,1.6592635581950855e-07,0,0
50378,0.0006221489666666665,1.9189988419889903e-07,0.0014842479999999999,1.3833293172633077e-07,0,0
50380,0.0006305493000000001,1.6177848023352108e-07,0.001505324,2.0254382241874395e-07,0,0
50382,0.0006387032666666666,2.1199668760514113e-07,0.0015263326666666664,1.8127204846735646e-07,0,0
50384,0.0006471195999999998,1.2890140935355759e-07,0.001546622,1.5778466338652816e-07,0,0
50386,0.0006552098666666666,2.0388914199195876e-07,0.0015667363333333332,1.5763847528089863e-07,0,0
50388,0.0006629624333333334,1.7987304473494755e-07,0.0015868,1.639512122553216e-07,0,0
50390,0.0006709335666666668,1.996676711159927e-07,0.00160631,1.2521980674001575e-07,0,0
50392,0.0006785270666666667,1.7063253564964613e-07,0.001625849,1.7518276170903118e-07,0,0
50394,0.0006862360666666667,2.5708026416320094e-07,0.0016448279999999999,1.1142710621747232e-07,0,0
50396,0.0006937820666666665,1.8230796898534603e-07,0.0016637540000000001,1.5094369811293593e-07,0,0
50398,0.0007015940999999999,2.076176533919889e-07,0.001682242,1.567673435381097e-07,0,0
50400,0.0007088024,1.848934107353066e-07,0.0017008303333333331,2.082223704493691e-07,0,0
50402,0.0007158357999999999,1.7713618113379897e-07,0.0017188933333333334,1.5203800694416187e-07,0,0
50404,0.0007231430666666666,1.9879586403029862e-07,0.001737005,1.3470337783439625e-07,0,0
50406,0.0007300493666666666,2.1537881098710894e-07,0.0017544300000000002,1.4560219778563228e-07,0,0
50408,0.0007369079333333334,3.0254519588908443e-07,0.001771926,1.7419529270333866e-07,0,0
